date,admin1,admin2,market,latitude,longitude,category,commodity,unit,priceflag,pricetype,currency,price,usdprice
#date,#adm1+name,#adm2+name,#loc+market+name,#geo+lat,#geo+lon,#item+type,#item+name,#item+unit,#item+price+flag,#item+price+type,#currency,#value,#value+usd
2022-09-15,Addis Ababa,AA ZONE1,Addis Ababa,9.024325,38.749226,non-food,Exchange rate,USD/LCU,actual,Retail,ETB,52.52,0.9992
2022-09-15,Addis Ababa,AA ZONE1,Addis Ababa,9.024325,38.749226,non-food,Exchange rate (unofficial),USD/LCU,actual,Retail,ETB,90.0,1.7122
2022-09-15,Afar,ZONE1,Asayta,11.563611,41.439444,cereals and tubers,Maize (white),100 KG,actual,Retail,ETB,3500.0,66.587
2022-09-15,Afar,ZONE1,Asayta,11.563611,41.439444,cereals and tubers,Pasta,KG,actual,Retail,ETB,90.0,1.7122
2022-09-15,Afar,ZONE1,Asayta,11.563611,41.439444,cereals and tubers,Rice,KG,actual,Retail,ETB,70.0,1.3317
2022-09-15,Afar,ZONE1,Asayta,11.563611,41.439444,cereals and tubers,Teff (white),100 KG,actual,Retail,ETB,6300.0,119.8565
2022-09-15,Afar,ZONE1,Asayta,11.563611,41.439444,cereals and tubers,Wheat (white),100 KG,actual,Retail,ETB,4400.0,83.7093
2022-09-15,Afar,ZONE1,Asayta,11.563611,41.439444,"meat, fish and eggs",Livestock (Goat),Head,actual,Retail,ETB,2750.0,52.3183
2022-09-15,Afar,ZONE1,Asayta,11.563611,41.439444,"meat, fish and eggs",Livestock (Sheep),Head,actual,Retail,ETB,2225.0,42.3303
2022-09-15,Afar,ZONE1,Asayta,11.563611,41.439444,"meat, fish and eggs",Livestock (camel),Head,actual,Retail,ETB,35000.0,665.8695
2022-09-15,Afar,ZONE1,Asayta,11.563611,41.439444,"meat, fish and eggs",Livestock (cattle),Head,actual,Retail,ETB,20225.0,384.7775
2022-09-15,Afar,ZONE1,Asayta,11.563611,41.439444,miscellaneous food,Sugar,KG,actual,Retail,ETB,80.0,1.522
2022-09-15,Afar,ZONE1,Asayta,11.563611,41.439444,oil and fats,Oil (palm),L,actual,Retail,ETB,200.0,3.805
2022-09-15,Afar,ZONE1,Asayta,11.563611,41.439444,vegetables and fruits,Garlic,KG,actual,Retail,ETB,200.0,3.805
2022-09-15,Afar,ZONE1,Asayta,11.563611,41.439444,vegetables and fruits,Onions,KG,actual,Retail,ETB,50.0,0.9512
2022-09-15,Afar,ZONE1,Asayta,11.563611,41.439444,vegetables and fruits,Tomatoes,KG,actual,Retail,ETB,100.0,1.9025
2022-09-15,Afar,ZONE3,Awash arba,9.130721446,40.16469611,cereals and tubers,Maize (white),100 KG,actual,Retail,ETB,3400.0,64.6845
2022-09-15,Afar,ZONE3,Awash arba,9.130721446,40.16469611,cereals and tubers,Wheat (white),100 KG,actual,Retail,ETB,5400.0,102.7342
2022-09-15,Afar,ZONE3,Awash arba,9.130721446,40.16469611,"meat, fish and eggs",Livestock (Goat),Head,actual,Retail,ETB,3900.0,74.1969
2022-09-15,Afar,ZONE3,Awash arba,9.130721446,40.16469611,"meat, fish and eggs",Livestock (Sheep),Head,actual,Retail,ETB,4600.0,87.5143
2022-09-15,Afar,ZONE3,Awash arba,9.130721446,40.16469611,miscellaneous food,Sugar,KG,actual,Retail,ETB,80.0,1.522
2022-09-15,Afar,ZONE3,Awash arba,9.130721446,40.16469611,non-food,Wage (casual labour),Day,actual,Retail,ETB,300.0,5.7075
2022-09-15,Afar,ZONE3,Awash arba,9.130721446,40.16469611,oil and fats,Oil (palm),L,actual,Retail,ETB,200.0,3.805
2022-09-15,Afar,ZONE3,Awash arba,9.130721446,40.16469611,pulses and nuts,Lentils,100 KG,actual,Retail,ETB,12500.0,237.8105
2022-09-15,Afar,ZONE3,Awash arba,9.130721446,40.16469611,vegetables and fruits,Onions,KG,actual,Retail,ETB,50.0,0.9512
2022-09-15,Afar,ZONE3,Werer,9.666664,40.333332,cereals and tubers,Maize (white),100 KG,actual,Retail,ETB,3500.0,66.587
2022-09-15,Afar,ZONE3,Werer,9.666664,40.333332,cereals and tubers,Wheat (white),100 KG,actual,Retail,ETB,5200.0,98.9292
2022-09-15,Afar,ZONE3,Werer,9.666664,40.333332,"meat, fish and eggs",Livestock (Goat),Head,actual,Retail,ETB,3800.0,72.2944
2022-09-15,Afar,ZONE3,Werer,9.666664,40.333332,"meat, fish and eggs",Livestock (Sheep),Head,actual,Retail,ETB,4500.0,85.6118
2022-09-15,Afar,ZONE3,Werer,9.666664,40.333332,miscellaneous food,Sugar,KG,actual,Retail,ETB,80.0,1.522
2022-09-15,Afar,ZONE3,Werer,9.666664,40.333332,non-food,Wage (casual labour),Day,actual,Retail,ETB,250.0,4.7562
2022-09-15,Afar,ZONE3,Werer,9.666664,40.333332,oil and fats,Oil (palm),L,actual,Retail,ETB,200.0,3.805
2022-09-15,Afar,ZONE3,Werer,9.666664,40.333332,pulses and nuts,Lentils,100 KG,actual,Retail,ETB,13000.0,247.323
2022-09-15,Afar,ZONE3,Werer,9.666664,40.333332,vegetables and fruits,Onions,KG,actual,Retail,ETB,50.0,0.9512
2022-09-15,Afar,ZONE5,Dalifagi,10.62496559,40.30696486,cereals and tubers,Maize (white),100 KG,actual,Retail,ETB,3600.0,68.4894
2022-09-15,Afar,ZONE5,Dalifagi,10.62496559,40.30696486,cereals and tubers,Pasta,KG,actual,Retail,ETB,100.0,1.9025
2022-09-15,Afar,ZONE5,Dalifagi,10.62496559,40.30696486,cereals and tubers,Potatoes,KG,actual,Retail,ETB,60.0,1.1415
2022-09-15,Afar,ZONE5,Dalifagi,10.62496559,40.30696486,cereals and tubers,Wheat (white),100 KG,actual,Retail,ETB,4000.0,76.0994
2022-09-15,Afar,ZONE5,Dalifagi,10.62496559,40.30696486,"meat, fish and eggs",Livestock (Goat),Head,actual,Retail,ETB,2500.0,47.5621
2022-09-15,Afar,ZONE5,Dalifagi,10.62496559,40.30696486,"meat, fish and eggs",Livestock (Sheep),Head,actual,Retail,ETB,2700.0,51.3671
2022-09-15,Afar,ZONE5,Dalifagi,10.62496559,40.30696486,"meat, fish and eggs",Livestock (camel),Head,actual,Retail,ETB,18600.0,353.8621
2022-09-15,Afar,ZONE5,Dalifagi,10.62496559,40.30696486,"meat, fish and eggs",Livestock (cattle),Head,actual,Retail,ETB,17500.0,332.9348
2022-09-15,Afar,ZONE5,Dalifagi,10.62496559,40.30696486,miscellaneous food,Sugar,KG,actual,Retail,ETB,120.0,2.283
2022-09-15,Afar,ZONE5,Dalifagi,10.62496559,40.30696486,non-food,Wage (casual labour),Day,actual,Retail,ETB,300.0,5.7075
2022-09-15,Afar,ZONE5,Dalifagi,10.62496559,40.30696486,oil and fats,Oil (palm),L,actual,Retail,ETB,200.0,3.805
2022-09-15,Afar,ZONE5,Dalifagi,10.62496559,40.30696486,pulses and nuts,Lentils,100 KG,actual,Retail,ETB,16000.0,304.3975
2022-09-15,Afar,ZONE5,Dalifagi,10.62496559,40.30696486,vegetables and fruits,Onions,KG,actual,Retail,ETB,60.0,1.1415
2022-09-15,Afar,ZONE5,Dalifagi,10.62496559,40.30696486,vegetables and fruits,Tomatoes,KG,actual,Retail,ETB,70.0,1.3317
2022-09-15,Amhara,E. GOJAM,Mota,11.083333,37.866667,cereals and tubers,Wheat (white),100 KG,actual,Retail,ETB,3804.0,72.3705
2022-09-15,Amhara,E. GOJAM,Mota,11.083333,37.866667,"meat, fish and eggs",Livestock (Sheep),Head,actual,Retail,ETB,4328.0,82.3395
2022-09-15,Amhara,E. GOJAM,Mota,11.083333,37.866667,pulses and nuts,Beans (fava),100 KG,actual,Retail,ETB,4608.0,87.6665
2022-09-15,Amhara,E. GOJAM,Mota,11.083333,37.866667,pulses and nuts,"Peas (split, dry)",100 KG,actual,Retail,ETB,5621.0,106.9386
2022-09-15,Amhara,N. SHEWA (R3),Abomsa,9.9833333,39.9833333,cereals and tubers,Barley,100 KG,actual,Retail,ETB,4000.0,76.0994
2022-09-15,Amhara,N. SHEWA (R3),Abomsa,9.9833333,39.9833333,cereals and tubers,Maize (white),100 KG,actual,Retail,ETB,3400.0,64.6845
2022-09-15,Amhara,N. SHEWA (R3),Abomsa,9.9833333,39.9833333,cereals and tubers,Sorghum (white),100 KG,actual,Retail,ETB,3600.0,68.4894
2022-09-15,Amhara,N. SHEWA (R3),Abomsa,9.9833333,39.9833333,cereals and tubers,Teff (mixed),100 KG,actual,Retail,ETB,4500.0,85.6118
2022-09-15,Amhara,N. SHEWA (R3),Abomsa,9.9833333,39.9833333,cereals and tubers,Wheat (white),100 KG,actual,Retail,ETB,4200.0,79.9043
2022-09-15,Amhara,N. SHEWA (R3),Abomsa,9.9833333,39.9833333,"meat, fish and eggs",Livestock (Goat),Head,actual,Retail,ETB,2400.0,45.6596
2022-09-15,Amhara,N. SHEWA (R3),Abomsa,9.9833333,39.9833333,"meat, fish and eggs",Livestock (Sheep),Head,actual,Retail,ETB,2200.0,41.8547
2022-09-15,Amhara,N. WELLO,Kobo,12.15,39.633333,cereals and tubers,Maize (white),100 KG,actual,Retail,ETB,2608.0,49.6168
2022-09-15,Amhara,N. WELLO,Kobo,12.15,39.633333,cereals and tubers,Sorghum (white),100 KG,actual,Retail,ETB,4183.0,79.5809
2022-09-15,Amhara,N. WELLO,Kobo,12.15,39.633333,cereals and tubers,Teff (white),100 KG,actual,Retail,ETB,4962.0,94.4013
2022-09-15,Amhara,N. WELLO,Kobo,12.15,39.633333,"meat, fish and eggs",Livestock (Goat),Head,actual,Retail,ETB,3760.0,71.5334
2022-09-15,Amhara,N. WELLO,Kobo,12.15,39.633333,"meat, fish and eggs",Livestock (cattle),Head,actual,Retail,ETB,19047.0,362.3662
2022-09-15,Amhara,N. WELLO,Kobo,12.15,39.633333,"meat, fish and eggs",Livestock (ox),Head,actual,Retail,ETB,23625.0,449.4619
2022-09-15,Amhara,N. WELLO,Kobo,12.15,39.633333,pulses and nuts,Chickpeas,100 KG,actual,Retail,ETB,5047.0,96.0184
2022-09-15,Amhara,N. WELLO,Mersa,11.666251,39.6576496,cereals and tubers,Potatoes,KG,actual,Retail,ETB,40.0,0.761
2022-09-15,Amhara,N. WELLO,Mersa,11.666251,39.6576496,cereals and tubers,Sweet potatoes,KG,actual,Retail,ETB,35.0,0.6659
2022-09-15,Amhara,N. WELLO,Mersa,11.666251,39.6576496,vegetables and fruits,Avocados,KG,actual,Retail,ETB,40.0,0.761
2022-09-15,Amhara,N. WELLO,Mersa,11.666251,39.6576496,vegetables and fruits,Bananas,KG,actual,Retail,ETB,70.0,1.3317
2022-09-15,Amhara,N. WELLO,Mersa,11.666251,39.6576496,vegetables and fruits,Beetroots,KG,actual,Retail,ETB,40.0,0.761
2022-09-15,Amhara,N. WELLO,Mersa,11.666251,39.6576496,vegetables and fruits,Cabbage,KG,actual,Retail,ETB,35.0,0.6659
2022-09-15,Amhara,N. WELLO,Mersa,11.666251,39.6576496,vegetables and fruits,Carrots,KG,actual,Retail,ETB,55.0,1.0464
2022-09-15,Amhara,N. WELLO,Mersa,11.666251,39.6576496,vegetables and fruits,Kale,KG,actual,Retail,ETB,35.0,0.6659
2022-09-15,Amhara,N. WELLO,Mersa,11.666251,39.6576496,vegetables and fruits,Lettuce,KG,actual,Retail,ETB,40.0,0.761
2022-09-15,Amhara,N. WELLO,Mersa,11.666251,39.6576496,vegetables and fruits,Mangoes,KG,actual,Retail,ETB,80.0,1.522
2022-09-15,Amhara,N. WELLO,Mersa,11.666251,39.6576496,vegetables and fruits,Onions,KG,actual,Retail,ETB,65.0,1.2366
2022-09-15,Amhara,N. WELLO,Mersa,11.666251,39.6576496,vegetables and fruits,Oranges,KG,actual,Retail,ETB,75.0,1.4269
2022-09-15,Amhara,N. WELLO,Mersa,11.666251,39.6576496,vegetables and fruits,Papaya,KG,actual,Retail,ETB,60.0,1.1415
2022-09-15,Amhara,N. WELLO,Mersa,11.666251,39.6576496,vegetables and fruits,Peppers (green),KG,actual,Retail,ETB,40.0,0.761
2022-09-15,Amhara,N. WELLO,Mersa,11.666251,39.6576496,vegetables and fruits,Swiss chard,KG,actual,Retail,ETB,35.0,0.6659
2022-09-15,Amhara,N. WELLO,Mersa,11.666251,39.6576496,vegetables and fruits,Tomatoes,KG,actual,Retail,ETB,55.0,1.0464
2022-09-15,Amhara,N. WELLO,Shewa Robit,12.01666,39.6333,cereals and tubers,Maize (white),100 KG,actual,Retail,ETB,3003.0,57.1316
2022-09-15,Amhara,N. WELLO,Shewa Robit,12.01666,39.6333,cereals and tubers,Sorghum (white),100 KG,actual,Retail,ETB,3671.0,69.8402
2022-09-15,Amhara,N. WELLO,Shewa Robit,12.01666,39.6333,cereals and tubers,Teff (white),100 KG,actual,Retail,ETB,4588.0,87.286
2022-09-15,Amhara,N. WELLO,Shewa Robit,12.01666,39.6333,"meat, fish and eggs",Livestock (Goat),Head,actual,Retail,ETB,4205.0,79.9995
2022-09-15,Amhara,N. WELLO,Shewa Robit,12.01666,39.6333,"meat, fish and eggs",Livestock (cattle),Head,actual,Retail,ETB,23184.0,441.072
2022-09-15,Amhara,N. WELLO,Shewa Robit,12.01666,39.6333,"meat, fish and eggs",Livestock (ox),Head,actual,Retail,ETB,35387.0,673.2321
2022-09-15,Amhara,N. WELLO,Shewa Robit,12.01666,39.6333,pulses and nuts,Chickpeas,100 KG,actual,Retail,ETB,4475.0,85.1362
2022-09-15,Amhara,OROMIYA,Bati,11.183333,40.016667,cereals and tubers,Maize (white),100 KG,actual,Retail,ETB,3090.0,58.7868
2022-09-15,Amhara,OROMIYA,Bati,11.183333,40.016667,cereals and tubers,Potatoes,KG,actual,Retail,ETB,30.0,0.5707
2022-09-15,Amhara,OROMIYA,Bati,11.183333,40.016667,cereals and tubers,Sorghum (white),100 KG,actual,Retail,ETB,3850.0,73.2456
2022-09-15,Amhara,OROMIYA,Bati,11.183333,40.016667,"meat, fish and eggs",Livestock (Goat),Head,actual,Retail,ETB,5017.0,95.4476
2022-09-15,Amhara,OROMIYA,Bati,11.183333,40.016667,"meat, fish and eggs",Livestock (cattle),Head,actual,Retail,ETB,21450.0,408.0829
2022-09-15,Amhara,OROMIYA,Bati,11.183333,40.016667,"meat, fish and eggs",Livestock (ox),Head,actual,Retail,ETB,37500.0,713.4316
2022-09-15,Amhara,OROMIYA,Bati,11.183333,40.016667,vegetables and fruits,Bananas,KG,actual,Retail,ETB,80.0,1.522
2022-09-15,Amhara,OROMIYA,Bati,11.183333,40.016667,vegetables and fruits,Cabbage,KG,actual,Retail,ETB,20.0,0.3805
2022-09-15,Amhara,OROMIYA,Bati,11.183333,40.016667,vegetables and fruits,Carrots,KG,actual,Retail,ETB,50.0,0.9512
2022-09-15,Amhara,OROMIYA,Bati,11.183333,40.016667,vegetables and fruits,Kale,KG,actual,Retail,ETB,60.0,1.1415
2022-09-15,Amhara,OROMIYA,Bati,11.183333,40.016667,vegetables and fruits,Lettuce,KG,actual,Retail,ETB,55.0,1.0464
2022-09-15,Amhara,OROMIYA,Bati,11.183333,40.016667,vegetables and fruits,Onions,KG,actual,Retail,ETB,45.0,0.8561
2022-09-15,Amhara,OROMIYA,Bati,11.183333,40.016667,vegetables and fruits,Oranges,KG,actual,Retail,ETB,50.0,0.9512
2022-09-15,Amhara,OROMIYA,Bati,11.183333,40.016667,vegetables and fruits,Peppers (green),KG,actual,Retail,ETB,70.0,1.3317
2022-09-15,Amhara,OROMIYA,Bati,11.183333,40.016667,vegetables and fruits,Tomatoes,KG,actual,Retail,ETB,50.0,0.9512
2022-09-15,Amhara,S. GONDER,Ebinat,12.133333,38.05,cereals and tubers,Sorghum (white),100 KG,actual,Retail,ETB,3465.0,65.9211
2022-09-15,Amhara,S. GONDER,Ebinat,12.133333,38.05,cereals and tubers,Wheat (white),100 KG,actual,Retail,ETB,3792.0,72.1422
2022-09-15,Amhara,S. GONDER,Ebinat,12.133333,38.05,"meat, fish and eggs",Livestock (Goat),Head,actual,Retail,ETB,3519.0,66.9484
2022-09-15,Amhara,S. GONDER,Ebinat,12.133333,38.05,pulses and nuts,Beans (fava),100 KG,actual,Retail,ETB,4323.0,82.2444
2022-09-15,Amhara,W. HAMRA,Sekota,12.630556,39.034722,cereals and tubers,Potatoes,KG,actual,Retail,ETB,50.0,0.9512
2022-09-15,Amhara,W. HAMRA,Sekota,12.630556,39.034722,cereals and tubers,Sweet potatoes,KG,actual,Retail,ETB,40.0,0.761
2022-09-15,Amhara,W. HAMRA,Sekota,12.630556,39.034722,oil and fats,Oil (palm),L,actual,Retail,ETB,210.0,3.9952
2022-09-15,Amhara,W. HAMRA,Sekota,12.630556,39.034722,vegetables and fruits,Beetroots,KG,actual,Retail,ETB,30.0,0.5707
2022-09-15,Amhara,W. HAMRA,Sekota,12.630556,39.034722,vegetables and fruits,Cabbage,KG,actual,Retail,ETB,30.0,0.5707
2022-09-15,Amhara,W. HAMRA,Sekota,12.630556,39.034722,vegetables and fruits,Carrots,KG,actual,Retail,ETB,40.0,0.761
2022-09-15,Amhara,W. HAMRA,Sekota,12.630556,39.034722,vegetables and fruits,Lettuce,KG,actual,Retail,ETB,20.0,0.3805
2022-09-15,Amhara,W. HAMRA,Sekota,12.630556,39.034722,vegetables and fruits,Peppers (green),KG,actual,Retail,ETB,280.0,5.327
2022-09-15,Amhara,W. HAMRA,Sekota,12.630556,39.034722,vegetables and fruits,Swiss chard,KG,actual,Retail,ETB,20.0,0.3805
2022-09-15,B. Gumuz,ASOSA,Assosa,10.06667,34.53333,cereals and tubers,Maize (white),100 KG,actual,Retail,ETB,2750.0,52.3183
2022-09-15,B. Gumuz,ASOSA,Assosa,10.06667,34.53333,cereals and tubers,Millet (finger),100 KG,actual,Retail,ETB,4800.0,91.3192
2022-09-15,B. Gumuz,ASOSA,Assosa,10.06667,34.53333,cereals and tubers,Sorghum (red),100 KG,actual,Retail,ETB,2800.0,53.2696
2022-09-15,B. Gumuz,ASOSA,Assosa,10.06667,34.53333,"meat, fish and eggs",Livestock (Goat),Head,actual,Retail,ETB,4500.0,85.6118
2022-09-15,B. Gumuz,ASOSA,Assosa,10.06667,34.53333,non-food,Wage (casual labour),Day,actual,Retail,ETB,275.0,5.2318
2022-09-15,B. Gumuz,METEKEL,Gilgelbeles,11.15905,36.343809,cereals and tubers,Millet (finger),100 KG,actual,Retail,ETB,2450.0,46.6109
2022-09-15,B. Gumuz,METEKEL,Gilgelbeles,11.15905,36.343809,cereals and tubers,Sorghum (red),100 KG,actual,Retail,ETB,2755.0,52.4134
2022-09-15,B. Gumuz,METEKEL,Gilgelbeles,11.15905,36.343809,"meat, fish and eggs",Livestock (Goat),Head,actual,Retail,ETB,4600.0,87.5143
2022-09-15,Dire Dawa,DIRE DAWA,Diredawa,9.593056,41.866111,cereals and tubers,Maize (white),100 KG,actual,Retail,ETB,3400.0,64.6845
2022-09-15,Dire Dawa,DIRE DAWA,Diredawa,9.593056,41.866111,cereals and tubers,Pasta,KG,actual,Retail,ETB,80.0,1.522
2022-09-15,Dire Dawa,DIRE DAWA,Diredawa,9.593056,41.866111,cereals and tubers,Rice,KG,actual,Retail,ETB,62.0,1.1795
2022-09-15,Dire Dawa,DIRE DAWA,Diredawa,9.593056,41.866111,cereals and tubers,Sorghum (red),100 KG,actual,Retail,ETB,4500.0,85.6118
2022-09-15,Dire Dawa,DIRE DAWA,Diredawa,9.593056,41.866111,cereals and tubers,Wheat (white),100 KG,actual,Retail,ETB,5000.0,95.1242
2022-09-15,Dire Dawa,DIRE DAWA,Diredawa,9.593056,41.866111,cereals and tubers,Wheat flour,100 KG,actual,Retail,ETB,6500.0,123.6615
2022-09-15,Dire Dawa,DIRE DAWA,Diredawa,9.593056,41.866111,"meat, fish and eggs",Livestock (Goat),Head,actual,Retail,ETB,4200.0,79.9043
2022-09-15,Dire Dawa,DIRE DAWA,Diredawa,9.593056,41.866111,"meat, fish and eggs",Livestock (Sheep),Head,actual,Retail,ETB,3200.0,60.8795
2022-09-15,Dire Dawa,DIRE DAWA,Diredawa,9.593056,41.866111,"meat, fish and eggs",Livestock (bull),Head,actual,Retail,ETB,24500.0,466.1087
2022-09-15,Dire Dawa,DIRE DAWA,Diredawa,9.593056,41.866111,milk and dairy,Milk,L,actual,Retail,ETB,100.0,1.9025
2022-09-15,Dire Dawa,DIRE DAWA,Diredawa,9.593056,41.866111,miscellaneous food,Coffee,KG,actual,Retail,ETB,470.0,8.9417
2022-09-15,Dire Dawa,DIRE DAWA,Diredawa,9.593056,41.866111,non-food,Wage (casual labour),Day,actual,Retail,ETB,250.0,4.7562
2022-09-15,Dire Dawa,DIRE DAWA,Diredawa,9.593056,41.866111,oil and fats,Oil (vegetable),L,actual,Retail,ETB,190.0,3.6147
2022-09-15,Dire Dawa,DIRE DAWA,Diredawa,9.593056,41.866111,pulses and nuts,Beans (fava),100 KG,actual,Retail,ETB,6000.0,114.1491
2022-09-15,Dire Dawa,DIRE DAWA,Diredawa,9.593056,41.866111,pulses and nuts,Groundnuts,100 KG,actual,Retail,ETB,14000.0,266.3478
2022-09-15,Dire Dawa,DIRE DAWA,Diredawa,9.593056,41.866111,pulses and nuts,Lentils,100 KG,actual,Retail,ETB,13000.0,247.323
2022-09-15,Dire Dawa,DIRE DAWA,Diredawa,9.593056,41.866111,pulses and nuts,"Peas (split, dry)",100 KG,actual,Retail,ETB,7000.0,133.1739
2022-09-15,Gambela,GODERE,Meti,7.233333,35.316667,cereals and tubers,Maize (white),100 KG,actual,Retail,ETB,2300.0,43.7571
2022-09-15,Gambela,GODERE,Meti,7.233333,35.316667,cereals and tubers,Sorghum (white),100 KG,actual,Retail,ETB,2500.0,47.5621
2022-09-15,Gambela,GODERE,Meti,7.233333,35.316667,"meat, fish and eggs",Livestock (Sheep),Head,actual,Retail,ETB,7500.0,142.6863
2022-09-15,Gambela,GODERE,Meti,7.233333,35.316667,miscellaneous food,Coffee,KG,actual,Retail,ETB,250.0,4.7562
2022-09-15,Gambela,GODERE,Meti,7.233333,35.316667,miscellaneous food,Honey,KG,actual,Retail,ETB,250.0,4.7562
2022-09-15,Gambela,GODERE,Meti,7.233333,35.316667,pulses and nuts,Beans,100 KG,actual,Retail,ETB,5200.0,98.9292
2022-09-15,Gambela,ZONE 1,Gambela,8.25,34.5833333,cereals and tubers,Maize (white),100 KG,actual,Retail,ETB,2300.0,43.7571
2022-09-15,Gambela,ZONE 1,Gambela,8.25,34.5833333,cereals and tubers,Wheat (white),100 KG,actual,Retail,ETB,3600.0,68.4894
2022-09-15,Gambela,ZONE 1,Gambela,8.25,34.5833333,"meat, fish and eggs",Livestock (Sheep),Head,actual,Retail,ETB,7500.0,142.6863
2022-09-15,Gambela,ZONE 1,Gambela,8.25,34.5833333,"meat, fish and eggs",Livestock (cattle),Head,actual,Retail,ETB,24800.0,471.8161
2022-09-15,Gambela,ZONE 1,Gambela,8.25,34.5833333,pulses and nuts,Sesame,100 KG,actual,Retail,ETB,12000.0,228.2981
2022-09-15,Gambela,ZONE 2,Punido,7.749505,34.426848,cereals and tubers,Maize (white),100 KG,actual,Retail,ETB,2800.0,53.2696
2022-09-15,Gambela,ZONE 2,Punido,7.749505,34.426848,"meat, fish and eggs",Livestock (Goat),Head,actual,Retail,ETB,2800.0,53.2696
2022-09-15,Gambela,ZONE 2,Punido,7.749505,34.426848,oil and fats,Oil (palm),L,actual,Retail,ETB,180.0,3.4245
2022-09-15,Gambela,ZONE 2,Punido,7.749505,34.426848,pulses and nuts,Lentils,100 KG,actual,Retail,ETB,13200.0,251.1279
2022-09-15,Gambela,ZONE 3,Kowerneng/Korgang,8.326658856,33.95340763,cereals and tubers,Maize (white),100 KG,actual,Retail,ETB,3000.0,57.0745
2022-09-15,Gambela,ZONE 3,Kowerneng/Korgang,8.326658856,33.95340763,"meat, fish and eggs",Livestock (Goat),Head,actual,Retail,ETB,2000.0,38.0497
2022-09-15,Gambela,ZONE 3,Kowerneng/Korgang,8.326658856,33.95340763,"meat, fish and eggs",Livestock (Sheep),Head,actual,Retail,ETB,2000.0,38.0497
2022-09-15,Gambela,ZONE 3,Kowerneng/Korgang,8.326658856,33.95340763,"meat, fish and eggs",Livestock (ox),Head,actual,Retail,ETB,10000.0,190.2484
2022-09-15,Gambela,ZONE 3,Kowerneng/Korgang,8.326658856,33.95340763,milk and dairy,Milk,L,actual,Retail,ETB,30.0,0.5707
2022-09-15,Harari,HARAR/HUNDENE,Harar,9.31387,42.11815,cereals and tubers,Maize (white),100 KG,actual,Retail,ETB,3600.0,68.4894
2022-09-15,Harari,HARAR/HUNDENE,Harar,9.31387,42.11815,cereals and tubers,Pasta,KG,actual,Retail,ETB,75.0,1.4269
2022-09-15,Harari,HARAR/HUNDENE,Harar,9.31387,42.11815,cereals and tubers,Rice,KG,actual,Retail,ETB,70.0,1.3317
2022-09-15,Harari,HARAR/HUNDENE,Harar,9.31387,42.11815,cereals and tubers,Sorghum (red),100 KG,actual,Retail,ETB,3800.0,72.2944
2022-09-15,Harari,HARAR/HUNDENE,Harar,9.31387,42.11815,cereals and tubers,Wheat (white),100 KG,actual,Retail,ETB,3900.0,74.1969
2022-09-15,Harari,HARAR/HUNDENE,Harar,9.31387,42.11815,cereals and tubers,Wheat flour,100 KG,actual,Retail,ETB,7500.0,142.6863
2022-09-15,Harari,HARAR/HUNDENE,Harar,9.31387,42.11815,"meat, fish and eggs",Livestock (Goat),Head,actual,Retail,ETB,3700.0,70.3919
2022-09-15,Harari,HARAR/HUNDENE,Harar,9.31387,42.11815,"meat, fish and eggs",Livestock (Sheep),Head,actual,Retail,ETB,3200.0,60.8795
2022-09-15,Harari,HARAR/HUNDENE,Harar,9.31387,42.11815,"meat, fish and eggs",Livestock (bull),Head,actual,Retail,ETB,20500.0,390.0093
2022-09-15,Harari,HARAR/HUNDENE,Harar,9.31387,42.11815,milk and dairy,Milk,L,actual,Retail,ETB,80.0,1.522
2022-09-15,Harari,HARAR/HUNDENE,Harar,9.31387,42.11815,miscellaneous food,Coffee,KG,actual,Retail,ETB,470.0,8.9417
2022-09-15,Harari,HARAR/HUNDENE,Harar,9.31387,42.11815,non-food,Wage (casual labour),Day,actual,Retail,ETB,250.0,4.7562
2022-09-15,Harari,HARAR/HUNDENE,Harar,9.31387,42.11815,oil and fats,Oil (vegetable),L,actual,Retail,ETB,200.0,3.805
2022-09-15,Harari,HARAR/HUNDENE,Harar,9.31387,42.11815,pulses and nuts,Beans (fava),100 KG,actual,Retail,ETB,6000.0,114.1491
2022-09-15,Harari,HARAR/HUNDENE,Harar,9.31387,42.11815,pulses and nuts,Groundnuts,100 KG,actual,Retail,ETB,14000.0,266.3478
2022-09-15,Harari,HARAR/HUNDENE,Harar,9.31387,42.11815,pulses and nuts,Lentils,100 KG,actual,Retail,ETB,12000.0,228.2981
2022-09-15,Harari,HARAR/HUNDENE,Harar,9.31387,42.11815,pulses and nuts,"Peas (split, dry)",100 KG,actual,Retail,ETB,6500.0,123.6615
2022-09-15,Oromia,BALE,Ginnir,7.125928525,40.71748753,cereals and tubers,Barley,100 KG,actual,Retail,ETB,3600.0,68.4894
2022-09-15,Oromia,BALE,Ginnir,7.125928525,40.71748753,cereals and tubers,Maize (white),100 KG,actual,Retail,ETB,3100.0,58.977
2022-09-15,Oromia,BALE,Ginnir,7.125928525,40.71748753,cereals and tubers,Sorghum (white),100 KG,actual,Retail,ETB,3200.0,60.8795
2022-09-15,Oromia,BALE,Ginnir,7.125928525,40.71748753,cereals and tubers,Teff (white),100 KG,actual,Retail,ETB,4000.0,76.0994
2022-09-15,Oromia,BALE,Ginnir,7.125928525,40.71748753,cereals and tubers,Wheat (white),100 KG,actual,Retail,ETB,3900.0,74.1969
