asdf_id,access_50k.none.mean,access_50k.none.max,access_50k.none.min,Level,gqid,id,shapeGroup,shapeID,shapeName,shapeType
659,467.821227167,839.0,154.0,ADM3,659,659,ETH,ETH-ADM3-50319843B41575744,Hadero Tubito,ADM3
660,613.328490234,1014.0,172.0,ADM3,660,660,ETH,ETH-ADM3-50319843B52449369,Dune,ADM3
661,595.347833259,954.0,304.0,ADM3,661,661,ETH,ETH-ADM3-50319843B56236774,Gembora,ADM3
662,384.693672775,560.0,196.0,ADM3,662,662,ETH,ETH-ADM3-50319843B75339109,Misrak Azenet Berbere,ADM3
663,721.788178495,1185.0,330.0,ADM3,663,663,ETH,ETH-ADM3-50319843B74680576,Endiguagn,ADM3
664,252.469274713,520.0,152.0,ADM3,664,664,ETH,ETH-ADM3-50319843B46977537,Limu,ADM3
665,473.819011749,841.0,207.0,ADM3,665,665,ETH,ETH-ADM3-50319843B49737683,Geta,ADM3
666,320.126697223,657.0,174.0,ADM3,666,666,ETH,ETH-ADM3-50319843B66206229,Analemmo,ADM3
667,297.787029354,562.0,188.0,ADM3,667,667,ETH,ETH-ADM3-50319843B92123126,Mierab Azenet Berbere,ADM3
668,604.123742702,975.0,124.0,ADM3,668,668,ETH,ETH-ADM3-50319843B59627333,Sankura,ADM3
669,194.21890599,344.0,144.0,ADM3,669,669,ETH,ETH-ADM3-50319843B9205946,Doya Gena,ADM3
670,523.435697842,751.0,212.0,ADM3,670,670,ETH,ETH-ADM3-50319843B99881765,Daniboya,ADM3
671,189.140960144,461.0,63.0,ADM3,671,671,ETH,ETH-ADM3-50319843B15498387,Kediada Gambela,ADM3
672,344.34063192,808.0,116.0,ADM3,672,672,ETH,ETH-ADM3-50319843B66952907,Dalocha,ADM3
673,382.095081659,904.0,194.0,ADM3,673,673,ETH,ETH-ADM3-50319843B62802264,Gumer,ADM3
674,730.393147085,1219.0,99.0,ADM3,674,674,ETH,ETH-ADM3-50319843B51022361,Alle,ADM3
675,206.732261923,947.0,35.0,ADM3,675,675,ETH,ETH-ADM3-50319843B42133697,Derashe,ADM3
676,431.243405245,995.0,45.0,ADM3,676,676,ETH,ETH-ADM3-50319843B79970845,Kemba,ADM3
677,365.927498303,957.0,22.0,ADM3,677,677,ETH,ETH-ADM3-50319843B9021464,Bonke,ADM3
678,461.374033696,944.0,240.0,ADM3,678,678,ETH,ETH-ADM3-50319843B16999248,Liben,ADM3
679,423.097281505,879.0,201.0,ADM3,679,679,ETH,ETH-ADM3-50319843B92867953,Goro Dola,ADM3
680,672.785885609,1503.0,195.0,ADM3,680,680,ETH,ETH-ADM3-50319843B22450356,Saba Boru,ADM3
681,433.364327633,914.0,170.0,ADM3,681,681,ETH,ETH-ADM3-50319843B6921623,Odo Shakiso,ADM3
682,356.079345467,724.0,204.0,ADM3,682,682,ETH,ETH-ADM3-50319843B42675514,Hambela Wamena,ADM3
683,389.143294257,879.0,100.0,ADM3,683,683,ETH,ETH-ADM3-50319843B9614118,Ana Sora,ADM3
684,309.296250028,817.0,82.0,ADM3,684,684,ETH,ETH-ADM3-50319843B24578831,Bore,ADM3
685,207.784538277,392.0,134.0,ADM3,685,685,ETH,ETH-ADM3-50319843B22557528,Homa,ADM3
686,297.811291009,836.0,73.0,ADM3,686,686,ETH,ETH-ADM3-50319843B52212971,Gida Ayana,ADM3
687,527.544961062,1074.0,122.0,ADM3,687,687,ETH,ETH-ADM3-50319843B15165973,Kiremu,ADM3
688,371.611928792,729.0,187.0,ADM3,688,688,ETH,ETH-ADM3-50319843B85527276,Ayira,ADM3
689,487.04950861,901.0,179.0,ADM3,689,689,ETH,ETH-ADM3-50319843B44844432,Guliso,ADM3
