event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp
ETH10493,2023-08-25,2023,1,"Political violence",Battles,"Armed clash","Military Forces of Ethiopia (2018-)",,1,"Fano Youth Militia",,3,13,,231,"Eastern Africa",Ethiopia,Amhara,"South Gondar","Woreta town",Wereta,11.9167,37.7000,2,"Undisclosed Source","Local partner-Other","On 25 August 2023, ENDF exchanged fire with Fano militias in the outskirts of Woreta town, Wereta (South Gondar, Amhara). There were no casualties.",0,,1693863642
ETH10494,2023-08-25,2023,1,"Political violence",Battles,"Armed clash","Fano Youth Militia",,3,"Military Forces of Ethiopia (2018-)",,1,13,,231,"Eastern Africa",Ethiopia,Amhara,"South Wello","Dessie town",Dessie,11.1333,39.6333,2,EMS,Other,"On 25 August 2023, Fano militia clashed with ENDF in Benat town in South Wello zone. Casualties unknown. Location not found, coded at the administrative center of the zone, Dessie town (South Wello, Amhara).",0,,1693863642
ETH10495,2023-08-25,2023,1,"Political violence",Battles,"Armed clash","Unidentified Armed Group (Ethiopia)",,3,"Police Forces of Ethiopia (2018-) SNNP State Police",,1,13,,231,"Eastern Africa",Ethiopia,SNNP,Gamo,"Arba Minch Zuria",Shera,6.0760,37.5757,1,ESAT,International,"On 25 August 2023, an unidentified armed group continued to clash with government security forces, coded ass SNNP police, in Arba Minch Zuria woreda in Gamo zone (coded at Shera, Arba Minch Zuria, Gamo). The unrest began on 24 August 2023 (coded separately). As a result, around 20 people were killed, and 19 others were injured (the number of fatalities split into two events). The clash is connected to a dispute over whether Shera Kebele should be included under Arba Minch town administration or not. Shera kebele was administered under Arba Minch Zuria woreda. Following this incident, an unidentified number of people were arrested and security forces conducted house-to-house searches (coded separately).",10,,1693863642
ETH10482,2023-08-24,2023,1,Demonstrations,Protests,"Protest with intervention","Protesters (Ethiopia)","Government of Ethiopia (2018-)",6,"Police Forces of Ethiopia (2018-) Oromia State Police",,1,16,,231,"Eastern Africa",Ethiopia,Oromia,Guji,"Gora Dola",Wadera,5.5564,39.3904,1,"Deutsche Welle; VOA; Wazema Radio","New media-International","On 24 August 2023, residents of Gora Dola woreda staged a protest in Haro Kela town (coded to Wadera) Gora Dola woreda (Guji, Oromia) to demonstrate against the Oromia Regional Government's decision to restructure Guji zone and include the woreda under East Borena zone. Regional Police forces beat and wounded 'dozens' and arrested over 150 protesters including local officials and dispersed the crowd.",0,"crowd size=no report",1693863642
ETH10483,2023-08-24,2023,1,"Political violence",Battles,"Armed clash","Police Forces of Ethiopia (2018-) SNNP State Police",,1,"Kebele Communal Militia (Ethiopia)",,4,14,,231,"Eastern Africa",Ethiopia,SNNP,Gamo,"Arba Minch town","Arba Minch",6.0333,37.5500,2,"Deutsche Welle; VOA",International,"On 24 August 2023, SNNP regional police forces clashed with Kebele Communal militias in Shara kebele (a location near Arba Minch, Gamo, South Ethiopia region, formerly SNNP), resulting in 12-18 people getting killed and around 15 others wounded. The dispute started over Gamo zone's decision to include the Shara kebele under Arba Minch town.",12,,1693863642
ETH10484,2023-08-24,2023,1,"Political violence",Battles,"Armed clash","Unidentified Armed Group (Ethiopia)",,3,"Police Forces of Ethiopia (2018-) SNNP State Police",,1,13,,231,"Eastern Africa",Ethiopia,SNNP,Gamo,"Arba Minch Zuria",Shera,6.0760,37.5757,1,ESAT,International,"On 24 August 2023, an unidentified armed group clashed with government security forces, coded as SNNP police, in Arba Minch Zuria woreda in Gamo zone (coded at Shera (Arba Minch Zuria, Gamo)). The armed clash continued the next day (coded separately). As a result, around 20 people were killed, and 19 others were injured (the number of fatalities split into two events). The clash is connected to a dispute over whether Shera Kebele should be included under Arba Minch town administration or not. Shera kebele was administered under Arba Minch Zuria woreda. Following this incident, an unidentified number of people were arrested and security forces conducted house-to-house searches (coded separately).",10,,1693863642
ETH10485,2023-08-24,2023,1,Demonstrations,Protests,"Peaceful protest","Protesters (Ethiopia)","Silte Ethnic Group (Ethiopia)",6,,,0,60,,231,"Eastern Africa",Ethiopia,SNNP,Siltie,"Worabe town",Worabe,7.8503,38.1822,2,"Deutsche Welle; VOA; Wazema Radio","New media-International","On 24 August 2023, residents of Kutere town staged a protest in Kutere (location coded to Worabe town, Worabe, Siltie, Central Ethiopia Region, formerly SNNP), to demonstrate their discontent with the newly formed Central Ethiopia Regional State over their demand to upgrade their town to woreda administration status. The protesters also demanded the Siltie ethnic group to be fairly represented in the newly formed regional state.",0,"crowd size=no report",1693863642
ETH10486,2023-08-24,2023,1,"Political violence","Explosions/Remote violence",Grenade,"Unidentified Armed Group (Ethiopia)","Former TPLF: Tigray People's Liberation Front",3,"Civilians (Ethiopia)",,7,37,"Civilian targeting",231,"Eastern Africa",Ethiopia,Tigray,"Mekelle Tigray",Mekelle,Mekele,13.5000,39.4667,1,"Addis Maleda; Addis Standard; BBC News; Deutsche Welle; TIKVAH Ethiopia; Undisclosed Source; VOA; Wazema Radio","Local partner-Other","On 24 August 2023, a former TPLF/TDF soldier threw grenade and killed 4 people and wounded 20 others at an entertainment center in Mekelle city, Mekele, (Mekelle, Tigray). The reason is still unknown.",4,,1693863642
ETH10474,2023-08-23,2023,1,"Political violence","Violence against civilians",Attack,"Unidentified Armed Group (Ethiopia)",,3,"Civilians (Ethiopia)","Government of Ethiopia (2018-)",7,37,"Civilian targeting",231,"Eastern Africa",Ethiopia,Amhara,"Central Gondar","East Dembia","Kola Diba town",12.4190,37.3090,1,"Undisclosed Source","Local partner-Other","On 23 August 2023, an unidentified gun men shot and killed a Mayor of Kola Diba town, East Dembia woreda (Central Gondar, Amhara). No further information is available.",1,"local administrators",1693863642
ETH10475,2023-08-23,2023,1,"Political violence",Battles,"Armed clash","Military Forces of Ethiopia (2018-)",,1,"Fano Youth Militia",,3,13,,231,"Eastern Africa",Ethiopia,Amhara,"North Shewa",Antsokiya,Mekoy,10.6981,39.7838,1,VOA,International,"On 23 August 2023, ENDF clashed with Fano militias in Mekoy town, Antsokiya Gemza woreda (North Shewa, Amhara). Casualties unknown.",0,,1693863642
ETH10476,2023-08-23,2023,1,"Political violence","Violence against civilians",Attack,"OLF: Oromo Liberation Front (Shane Splinter Faction)",,2,"Civilians (Ethiopia)","Farmers (Ethiopia)",7,27,"Civilian targeting",231,"Eastern Africa",Ethiopia,Oromia,"East Shewa",Adaa,Gichi,8.6624,39.0164,1,"Borkena Ethiopian News",National,"On 23 August 2023, OLF Shane shot and killed a farmer and wounded another one in Gichi kebele, Adaa woreda (East Shewa, Oromia) and kidnapped 5 more people. The armed group demanded over three hundred thousand ETB ransom in exchange for the release of each hostage.",1,,1693863642
ETH10477,2023-08-23,2023,1,"Political violence","Violence against civilians",Attack,"Military Forces of Ethiopia (2018-)",,1,"Civilians (Ethiopia)",,7,17,"Civilian targeting",231,"Eastern Africa",Ethiopia,Oromia,"West Shewa","Mida Kegn",Kegni,9.1145,37.6264,2,"Oromiya Media Network",International,"On 23 August 2023, ENDF soldiers shot and killed a man in Boku Niso kebele (a location coded to Kegni) in Mida Kegn woreda (West Shewa, Oromia). The reason is unknown. No further information is available.",1,,1693863642
ETH10478,2023-08-23,2023,2,"Political violence",Battles,"Armed clash","OLF: Oromo Liberation Front (Shane Splinter Faction)",,2,"Military Forces of Ethiopia (2018-)",,1,12,,231,"Eastern Africa",Ethiopia,Oromia,"West Wellega",Babo,Debeka,9.4667,35.2000,2,"Oromiya Media Network",International,"Around 23 August 2023 (as reported), OLF Shane clashed with ENDF in Shimal Tokke kebele (a location coded to Debeka), in Babo Gambel woreda (West Wellega, Oromia). OLF Shane claimed to have killed and wounded an unknown number of ENDF soldiers. An unidentified number of fatalities mentioned coded as 3.",3,,1693863642
ETH10479,2023-08-23,2023,2,"Political violence",Battles,"Armed clash","OLF: Oromo Liberation Front (Shane Splinter Faction)",,2,"Military Forces of Ethiopia (2018-)",,1,12,,231,"Eastern Africa",Ethiopia,Oromia,"West Wellega","Gudetu Kondole",Boji,9.4833,34.9167,2,"Oromiya Media Network",International,"Around 23 August 2023 (as reported), OLF Shane clashed with ENDF in Ligixi kebele (a location coded to Boji), in Gudetu Kondole woreda (West Wellega, Oromia). OLF Shane claimed to have killed and wounded an unknown number of ENDF soldiers. An unidentified number of fatalities mentioned coded as 3.",3,,1693863642
ETH10480,2023-08-23,2023,2,"Political violence",Battles,"Armed clash","OLF: Oromo Liberation Front (Shane Splinter Faction)",,2,"Military Forces of Ethiopia (2018-)",,1,12,,231,"Eastern Africa",Ethiopia,Oromia,"West Wellega","Mana Sibu","Wama Tobera",9.5998,35.0084,1,"Oromiya Media Network",International,"Around 23 August 2023 (as reported), OLF Shane clashed with ENDF in Wama Tobera kebele, Mana Sibu woreda (West Wellega, Oromia). OLF Shane claimed to have killed and wounded an unknown number of ENDF soldiers. An unidentified number of fatalities mentioned coded as 3.",3,,1693863642
ETH10481,2023-08-23,2023,1,"Political violence","Violence against civilians","Abduction/forced disappearance","OLF: Oromo Liberation Front (Shane Splinter Faction)",,2,"Civilians (Ethiopia)",,7,27,"Civilian targeting",231,"Eastern Africa",Ethiopia,SNNP,Guraghe,Sodo,Sodo,8.3261,38.5217,2,"Undisclosed Source","Local partner-Other","On 23 August 2023, OLF-Shene abducted 14 people in different areas (coded to Sodo) in Sodo woreda, (Guraghe, Central Ethiopia Region, formerly, SNNP) and from other surrounding areas of Oromia region. The armed group has continuously abducted people in the area and asked their families for ransom of up to 300,000 Birr in exchange of the release of hostages.",0,,1693863642
ETH10471,2023-08-22,2023,1,"Political violence",Battles,"Armed clash","Military Forces of Ethiopia (2018-)",,1,"Fano Youth Militia",,3,13,,231,"Eastern Africa",Ethiopia,Amhara,"West Gojam","Bure town",Bure,10.7000,37.0670,1,"Undisclosed Source","Local partner-Other","On 22 August 2023, ENDF and Fano militias clashed in Bure town, Bure (West Gojam, Amhara), resulting in an unknown number of combatants being killed and wounded in the fighting. An unidentified number of fatalities mentioned coded as 3.",3,,1693863642
ETH10472,2023-08-22,2023,1,"Political violence",Battles,"Armed clash","Military Forces of Ethiopia (2018-)",,1,"Fano Youth Militia",,3,13,,231,"Eastern Africa",Ethiopia,Amhara,"West Gojam","Finote Selam town","Finote Selam",10.7000,37.2667,1,"Undisclosed Source","Local partner-Other","On 22 August 2023, ENDF and Fano militias clashed in Finote Selam town, Finote Selam (West Gojam, Amhara), resulting in an unknown number of combatants killed and wounded in the fighting. An unidentified number of fatalities mentioned coded as 3.",3,,1693863642
ETH10473,2023-08-22,2023,1,"Political violence","Violence against civilians","Abduction/forced disappearance","OLF: Oromo Liberation Front (Shane Splinter Faction)",,2,"Civilians (Ethiopia)","Amhara Ethnic Group (Ethiopia); Orthodox Christian Group (Ethiopia)",7,27,"Civilian targeting",231,"Eastern Africa",Ethiopia,Oromia,"North Shewa",Dera,"Gundo Meskel",10.2500,38.7333,2,"Addis Maleda; Undisclosed Source","Local partner-Other","On 22 August 2023, OLF Shane kidnapped 12 people, mostly ethnic Amharas and Orthodox Church members in Ada Melke kebele (a location coded to admin center, Gundo Meskel), in Dera woreda (North Shewa, Oromia), and taken to Babu Dire kebele. The victims were returning from Church when taken hostages by the armed group.",0,,1693863642
ETH10465,2023-08-21,2023,1,"Strategic developments","Strategic developments",Other,"Government of Ethiopia (2018-)",,1,,,0,10,,231,"Eastern Africa",Ethiopia,"Addis Ababa","Region 14",Lideta,"Addis Ababa",9.0250,38.7469,3,"Addis Standard; BBC News; Wazema Radio","New media-National","Other: On 21 August 2023, the Defense Minister of Ethiopia announced that 'the government is working to resettle and return IDPs displaced from Southern and Western Tigray zones due to the two years long conflict in Northern Ethiopia' based on the Pretoria peace deal signed between the TPLF and his government in November 2022'. On his social media message, he also mentioned that 'the claims over the territories will be addressed based on the constitution and administrative structures formed during the armed clashes will be dissolved and replaced by new administrations based on the choices of the people of Tigray'. The event coded to Addis Ababa, Lideta (Region 14, Addis Ababa).",0,,1693863642
ETH10466,2023-08-21,2023,1,"Political violence",Battles,"Armed clash","Military Forces of Ethiopia (2018-)",,1,"Fano Youth Militia",,3,13,,231,"Eastern Africa",Ethiopia,Amhara,"East Gojam","Bechena Town",Bichena,10.4500,38.2000,1,"Deutsche Welle; EMS; Wazema Radio","Other-New media","On 21 August 2023, and for the second day, ENDF clashed with Fano militias in Bechena Town, Bichena (East Gojam, Amhara), resulting in 8 -12 people getting killed and unknown others wounded in the fighting that started on 20 August (coded separately). The number of fatalities shared across the two events, coded as 4.",4,,1693863642
ETH10467,2023-08-21,2023,1,"Political violence",Battles,"Armed clash","Military Forces of Ethiopia (2018-)",,1,"Fano Youth Militia",,3,13,,231,"Eastern Africa",Ethiopia,Amhara,"North Shewa",Antsokiya,Majete,10.5019,39.7926,1,"Undisclosed Source","Local partner-Other","On 21 August 2023, ENDF and Fano militias clashed in Majete town (North Shewa, Amhara), resulting in an unknown number of combatants from both sides being killed and wounded in the fighting. An unidentified number of fatalities mentioned coded as 3.",3,,1693863642
ETH10468,2023-08-21,2023,1,"Political violence",Battles,"Armed clash","Military Forces of Ethiopia (2018-)",,1,"Fano Youth Militia",,3,13,,231,"Eastern Africa",Ethiopia,Amhara,"South Wello",Wegde,"Mahidere Selam",10.5922,38.7282,1,"Undisclosed Source; VOA","Local partner-Other","On 21 August 2023, ENDF and Fano militias clashed in Mahidere Selam town, Wegde woreda (South Wello, Amhara), resulting in an unknown number of combatants from both sides being killed and wounded in the fighting. An unidentified number of fatalities mentioned coded as 3.",3,,1693863642
ETH10469,2023-08-21,2023,1,"Political violence","Violence against civilians","Abduction/forced disappearance","Fano Youth Militia",,3,"Civilians (Ethiopia)","Farmers (Ethiopia)",7,37,"Civilian targeting",231,"Eastern Africa",Ethiopia,Oromia,"North Shewa","Abichugna Gnea",Mendida,9.6552,39.2312,2,VOA,International,"On 21 August 2023, Fano militia men allegedly kidnapped 3 civilians (a farmer and his two sons) in Amente Goro kebele (location coded to admin center, Mendida), in Abichugna Gnea woreda (North Shewa, Oromia), after entering the village from neighboring Amhara region. The armed group denied the allegation.",0,,1693863642
ETH10470,2023-08-21,2023,2,"Strategic developments","Strategic developments",Arrests,"Government of Ethiopia (2018-)",,1,"Civilians (Ethiopia)","Labor Group (Ethiopia); Government of Ethiopia (2018-)",7,17,,231,"Eastern Africa",Ethiopia,Sidama,Sidama,"Hawasa town",Hawasa,7.0621,38.4764,1,"Wazema Radio","New media","Around 21 August 2023 (as reported), Sidama Regional State announced it arrested 25 senior regional government authorities and workers in Hawasa, Hawasa town (Sidam, Sidama), over accusation of being involved in 'corruption and maladministration cases'. Ten more officials including Hawasa city mayor were also removed from their positions following the recent evaluation related to corruption.",0,,1693863642
ETH10461,2023-08-20,2023,1,"Political violence",Battles,"Armed clash","Military Forces of Ethiopia (2018-)",,1,"Fano Youth Militia",,3,13,,231,"Eastern Africa",Ethiopia,Amhara,"East Gojam","Bechena Town",Bichena,10.4500,38.2000,1,"Deutsche Welle; EMS; Wazema Radio","Other-New media","On 20 August 2023, in a clash that lasted for two days, ENDF clashed with Fano militias in Bechena Town, Bichena (East Gojam, Amhara), resulting in 8 -12 people getting killed and unknown others wounded. The fighting that lasted until 21 August (coded separately) and the number of fatalities shared across two events, coded as 4.",4,,1693863642
ETH10462,2023-08-20,2023,1,"Political violence",Battles,"Armed clash","Military Forces of Ethiopia (2018-)",,1,"Fano Youth Militia",,3,13,,231,"Eastern Africa",Ethiopia,Amhara,"North Shewa",Antsokiya,Majete,10.5019,39.7926,1,VOA,International,"On 20 August 2023, ENDF and Fano militias clashed in Majete town (North Shewa, Amhara), resulting in an unknown number of combatants from both sides being killed and wounded in the fighting. An unidentified number of fatalities mentioned coded as 3.",3,,1693863642
ETH10463,2023-08-20,2023,1,"Political violence","Violence against civilians",Attack,"Fano Youth Militia",,3,"Civilians (Ethiopia)",,7,37,"Civilian targeting",231,"Eastern Africa",Ethiopia,Oromia,"East Wellega",Kiremu,"Chefe Gudina",10.0556,36.8528,1,"Deutsche Welle; Oromiya Media Network; VOA",International,"On 20 August 2023, militias from Amhara region (coded as Fano militias) shot and killed 5 civilians and wounded another one in Chefe Gudina kebele, Kiremu woreda (East Wellega, Oromia). No further information is available.",5,,1693863642
ETH10464,2023-08-20,2023,1,"Political violence","Violence against civilians",Attack,"Military Forces of Ethiopia (2018-)",,1,"Civilians (Ethiopia)","OLF: Oromo Liberation Front (Shane Splinter Faction)",7,17,"Civilian targeting",231,"Eastern Africa",Ethiopia,Oromia,"West Shewa",Jeldu,Seriti,9.2042,38.1569,1,"Oromiya Media Network",International,"On 20 August 2023, ENDF soldiers shot and killed a man in front of his house in Seriti kebele, Jeldu woreda (West Shewa, Oromia), after accusing him of 'feeding OLF Shane fighters'.",1,,1693863642
ETH10457,2023-08-19,2023,1,"Political violence",Battles,"Armed clash","Fano Youth Militia",,3,"Military Forces of Ethiopia (2018-)",,1,13,,231,"Eastern Africa",Ethiopia,Amhara,"Central Gondar","Gonder town",Gonder,12.6000,37.4667,2,EMS,Other,"On 19 August 2023, Fano militias and ENDF clashed near Gonder town (Central Gondar, Amhara). An unidentified number of people killed. An unidentified number of people in low intensity conflict area coded as 3.",3,,1693863642
ETH10458,2023-08-19,2023,1,"Political violence",Battles,"Armed clash","Fano Youth Militia",,3,"Kebele Communal Militia (Ethiopia)",,4,34,,231,"Eastern Africa",Ethiopia,Oromia,"North Shewa","Abichugna Gnea",Mendida,9.6552,39.2312,2,"Deutsche Welle; Oromiya Media Network",International,"On 19 August 2023, Fano militia men opened gun fire and killed 3 Kebele Militias in Nasiri Mana Horo kebele (location coded to admin center, Mendida) in Abichugna Gnea woreda (North Shewa, Oromia), after entering the village from Deneba town of Amhara region. The reason is unknown.",3,,1693863642
ETH10459,2023-08-19,2023,1,"Political violence",Battles,"Armed clash","OLF: Oromo Liberation Front (Shane Splinter Faction)",,2,"Military Forces of Ethiopia (2018-)",,1,12,,231,"Eastern Africa",Ethiopia,Oromia,"West Shewa","Meta Robi",Ela,9.3333,38.3000,2,"Oromiya Media Network",International,"On 19 August 2023, OLF Shane clashed with ENDF in a location between Ela and Meta Robi town (coded to Ela), in Meta Robi woreda (West Shewa, Oromia). Casualties unknown.",0,,1693863642
ETH10460,2023-08-19,2023,1,"Political violence",Battles,"Armed clash","OLF: Oromo Liberation Front (Shane Splinter Faction)",,2,"Military Forces of Ethiopia (2018-)",,1,12,,231,"Eastern Africa",Ethiopia,Oromia,"West Shewa","Meta Walkite",Minare,9.6167,38.2500,1,"Oromiya Media Network",International,"On 19 August 2023, and for the second day, OLF Shane clashed with ENDF in Minare, Meta Walkite woreda (West Shewa, Oromia), resulting in unknown number of combatants getting killed in the fighting. An unidentified number of fatalities mentioned coded as 3.",3,,1693863642
ETH10450,2023-08-18,2023,1,"Political violence",Battles,"Armed clash","Military Forces of Ethiopia (2018-)",,1,"Fano Youth Militia",,3,13,,231,"Eastern Africa",Ethiopia,Amhara,"East Gojam",Michakel,Amanuel,10.4430,37.5688,1,"Borkena Ethiopian News; Deutsche Welle; EMS; VOA",Other-National,"On 18 August 2023, ENDF clashed with Fano militias Amanuel town (Michakel, East Gojam, Amhara) and Dembecha town (coded separately). Casualties unknown.",0,,1693863642
ETH10451,2023-08-18,2023,1,"Political violence","Violence against civilians",Attack,"Fano Youth Militia",,3,"Civilians (Ethiopia)","Oromo Ethnic Group (Ethiopia)",7,37,"Civilian targeting",231,"Eastern Africa",Ethiopia,Amhara,"North Shewa","Mida Woremo",Rema,10.2712,38.9180,1,"Addis Maleda",National,"On 18 August 2023, Fano militia men shot and killed ethnic Oromo civilians in Rema kebele (North Shewa, Oromia), after entering the village from Amhara region. The reason is unknown.",2,,1693863642
ETH10452,2023-08-18,2023,2,"Strategic developments","Strategic developments",Arrests,"Police Forces of Ethiopia (2018-) Federal Police",,1,"Civilians (Ethiopia)","Amhara Ethnic Group (Ethiopia)",7,17,,231,"Eastern Africa",Ethiopia,Amhara,"West Gojam","Bahir Dar town","Bahir Dar",11.6000,37.3833,3,"ESAT; Reporter (Ethiopia)",National-International,"Around 18 August 2023 (as reported), according to the Federal Police State of Emergency general directorate, 226 people were arrested, presumably in the Amhara region, in connection with the disorder in Amhara region. Others estimate that thousands of people, mostly Amharas, are arrested. These arrests began after the declaration of a state of emergency in Amhara region by the Council of ministers on 4 August 2023 (coded separately). Event coded to Bahir Dar town (West Gojam, Amhara).",0,,1693863642
ETH10453,2023-08-18,2023,1,"Political violence",Battles,"Armed clash","Military Forces of Ethiopia (2018-)",,1,"Fano Youth Militia",,3,13,,231,"Eastern Africa",Ethiopia,Amhara,"West Gojam",Dembecha,Dembecha,10.5500,37.4833,1,"Borkena Ethiopian News; Deutsche Welle; EMS; VOA",Other-National,"On 18 August 2023, and for the second day, ENDF clashed with Fano militias in Dembecha, Dembecha (East Gojam, Amhara), resulting in unknown number of people being killed and wounded in the fighting that started on 17 August (coded separately). An unidentified number of fatalities mentioned coded as 10 and shared across two events (coded as 5).",5,,1693863642
ETH10454,2023-08-18,2023,2,Demonstrations,Protests,"Peaceful protest","Protesters (Sudan)","Refugees/IDPs (Sudan)",6,,,0,60,,231,"Eastern Africa",Ethiopia,Amhara,"West Gondar",Metema,Metema,12.9521,36.1563,2,"Radio Dabanga",Regional,"Around 18 August 2023 (as reported), Sudanese refugees gathered in front of Olala border refugee camp (location coded to Metema), in Metema woreda (West Gondar, Amhara), and called for intervention of donors and international organizations to improve the food and medicine provisions, which they say 'consists of only one meal'. The protesters also demanded their transfer to other camps due to 'absence of security protection and the presence of Fano militias in the area'.",0,"crowd size=no report",1693863642
ETH10455,2023-08-18,2023,1,"Political violence",Battles,"Armed clash","OLF: Oromo Liberation Front (Shane Splinter Faction)",,2,"Military Forces of Ethiopia (2018-)",,1,12,,231,"Eastern Africa",Ethiopia,Oromia,"West Shewa","Meta Walkite",Minare,9.6167,38.2500,1,"Oromiya Media Network",International,"On 18 August 2023, in a clash that lasted for two days, OLF Shane clashed with ENDF in Minare town, Meta Walkite woreda (West Shewa, Oromia) resulting in unknown number of combatants being killed and wounded. OLF Shane claimed to have captured over 30 ENDF soldiers and killed 'several' ENDF soldiers. An unidentified number of fatalities mentioned coded as 3.",3,,1693863642
ETH10456,2023-08-18,2023,1,"Strategic developments","Strategic developments",Other,"Government of Ethiopia (2018-)",,1,,,0,10,,231,"Eastern Africa",Ethiopia,SNNP,Gamo,"Arba Minch town","Arba Minch",6.0333,37.5500,1,"Addis Standard; Wazema Radio","New media-National","Other: On 18 August 2023, the establishment of a new 'South Ethiopia Region' formally inaugurated in Arba Minch town, Arba Minch (Gamo, SNNP). The decision followed the recent referendum to form a South Ethiopia Regional State. Wolaita, Gamo, Gofa, South Omo, Konso and Gedeo zones, as well as Derashe, Amaro, Burji, Ale, and Basketo special woredas are included into a new 'South Ethiopia Regional State'. Sodo town of Wolaita zone is selected as a seat of regional administration and Arba Minch town as a seat for the new regional council.",0,,1693863642
ETH10442,2023-08-17,2023,1,"Political violence",Battles,"Armed clash","Military Forces of Ethiopia (2018-)",,1,"Fano Youth Militia",,3,13,,231,"Eastern Africa",Ethiopia,Amhara,"East Gojam",Michakel,Amanuel,10.4430,37.5688,1,"Borkena Ethiopian News; Deutsche Welle; EMS; VOA",Other-National,"On 17 August 2023, ENDF clashed with Fano militias in Amanuel town (Michakel, East Gojam, Amhara) and Dembecha town (coded separately). Casualties unknown.",0,,1693863642
ETH10443,2023-08-17,2023,1,"Strategic developments","Strategic developments",Arrests,"Military Forces of Ethiopia (2018-)",,1,"Civilians (Ethiopia)","Former Government of Ethiopia (2018-); Private Security Forces (Ethiopia)",7,17,,231,"Eastern Africa",Ethiopia,Amhara,"West Gojam","Bahir Dar town","Bahir Dar",11.6000,37.3833,1,"VOA; Wazema Radio","New media-International","On 17 August 2023, the SOE Command Post arrested former Deputy Head of Amhara Regional Peace Building and Security Bureau along his two 'security guards', coded as private security forces, from his Office, Amhara Roads Construction Enterprise in Bahir Dar town, Bahir Dar (West Gojam, Amhara). The government also detained him in June 2019 over suspicion of being involved in 'assassination of former Amhara regional officials'. As the region is under a state of emergency, it is assumed that the arrest was done by members of ENDF.",0,,1693863642
ETH10444,2023-08-17,2023,1,"Political violence",Riots,"Mob violence","Rioters (Ethiopia)",,5,,,0,50,,231,"Eastern Africa",Ethiopia,Amhara,"West Gojam","Bahir Dar town","Bahir Dar",11.6000,37.3833,2,EMS,Other,"On 17 August 2023, Yebab Kebele and Menshente residents around Bahir Dar city closed roads with sticks and stones to limit the movement of ENDF in the area. Locations not found, coded at Bahir Dar town (West Gojam, Amhara).",0,"crowd size=no report",1693863642
ETH10445,2023-08-17,2023,1,"Political violence",Battles,"Armed clash","Military Forces of Ethiopia (2018-)",,1,"Fano Youth Militia",,3,13,,231,"Eastern Africa",Ethiopia,Amhara,"West Gojam",Dembecha,Dembecha,10.5500,37.4833,2,"Borkena Ethiopian News; Deutsche Welle; EMS; VOA",Other-National,"On 17 August 2023, in a fighting that lasted for two days, ENDF clashed with Fano militias in Chereka town, a location near Dembecha town, Dembecha (East Gojam, Amhara), resulting in unknown number of people being killed and wounded in the fighting. An unidentified number of fatalities mentioned coded as 10 and shared across two events (coded as 5).",5,,1693863642
ETH10446,2023-08-17,2023,1,"Political violence","Violence against civilians","Abduction/forced disappearance","Fano Youth Militia",,3,"Civilians (Ethiopia)",,7,37,"Civilian targeting",231,"Eastern Africa",Ethiopia,Oromia,"North Shewa","Abichugna Gnea",Mendida,9.6552,39.2312,2,"Oromiya Media Network; VOA",International,"On 17 August 2023, militias from Amhara region (assumed to be Fano Militias) kidnapped at least 8 civilians near Mendida town, Abichugna Gnea woreda (North Shewa, Oromia), after stopping and forcing the bus to divert from the road. The abducted people were travelling from Geba Jimata/Arb Gebeya to Mendida. The abductors entered the area with motorbikes.",0,,1693863642
ETH10447,2023-08-17,2023,1,"Political violence",Battles,"Armed clash","OLF: Oromo Liberation Front (Shane Splinter Faction)",,2,"Police Forces of Ethiopia (2018-) Oromia State Police",,1,12,,231,"Eastern Africa",Ethiopia,Oromia,"West Guji","Dugda Dawa",Finchawa,5.3981,38.2710,1,"International Crisis Group",Other,"On 17 August 2023, OLF Shane attacked Dugda Dawa woreda Police Station, and clashed with Oromia regional state police in Finchawa (West Guji, Oromia) and killed at least 4 people, including the Head of Kebele Administration and a Head of PP Political Structure Building of the woreda. No further information is available.",4,"local administrators",1693863642
ETH10448,2023-08-17,2023,1,"Political violence",Battles,"Armed clash","OLF: Oromo Liberation Front (Shane Splinter Faction)",,2,"Military Forces of Ethiopia (2018-)",,1,12,,231,"Eastern Africa",Ethiopia,Oromia,"West Guji","Dugda Dawa",Finchawa,5.3981,38.2710,2,"Oromiya Media Network",International,"On 17 August 2023, OLF clashed with ENDF in unspecified location (coded to Finchawa), Dugda Dawa woreda (West Guji, Oromia), resulting in an unknown number of combatants being killed in the fighting. An unidentified number of fatalities mentioned coded as 3.",3,,1693863642
ETH10449,2023-08-17,2023,1,Demonstrations,Protests,"Peaceful protest","Protesters (Ethiopia)","Gurage Ethnic Group (Ethiopia)",6,,,0,60,,231,"Eastern Africa",Ethiopia,Sidama,Sidama,"Hawasa town",Hawasa,7.0621,38.4764,1,VOA,International,"On 17 August 2023, for the second day, ethnic Gurage representatives of four districts and three urban administrations in Gurage zone gathered in front of SNNP Regional Council in Hawassa, Hawasa town (Sidama, Sidama) and demanded the establishment of a new zonal administration called 'East Gurage Zone' which include Meskan, East Meskan, Sodo, and Bui woredas, as well as Butajra, Sodo and Iniseno towns.",0,"crowd size=no report",1693863642
