event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp
ETH10428,2023-08-16,2023,2,"Political violence","Violence against civilians",Attack,"Fano Youth Militia",,3,"Civilians (Ethiopia)","Agaw Ethnic Group (Ethiopia)",7,37,"Civilian targeting",231,"Eastern Africa",Ethiopia,Amhara,Awi,Ankasha,Ambala,10.6818,36.6709,1,"Oromiya Media Network",International,"Around 16 August 2023 (week of), Fano militias opened fire and arbitrarily killed 16 ethnic Agaw civilians in Ambala kebele, Ankasha woreda (Awi, Amhara) and looted unknown number of cattle.",16,,1693863641
ETH10429,2023-08-16,2023,2,"Strategic developments","Strategic developments",Arrests,"Military Forces of Ethiopia (2018-)",,1,"Civilians (Ethiopia)","Government of Ethiopia (2018-); PP: Prosperity Party",7,17,,231,"Eastern Africa",Ethiopia,Amhara,"North Shewa","Debre Berhan town","Debre Berhan",9.6833,39.5333,2,ESAT,International,"Around 16 August 2023 (as reported), the Deputy Administrator of the North Shewa zone and an unidentified number of Debre Birhan officials were arrested in or around at the administrative center of the zone, Debre Berhan town (North Shewa, Amhara) due to the current disorder in Amhara region. As the region is under a state of emergency, it is assumed that the arrest was done by members of ENDF.",0,,1693863641
ETH10430,2023-08-16,2023,2,"Political violence",Battles,"Armed clash","Fano Youth Militia",,3,"Police Forces of Ethiopia (2018-) Amhara State Police",,1,13,,231,"Eastern Africa",Ethiopia,Amhara,"North Shewa","Tarema Ber","Debre Sina",9.8506,39.7620,1,ESAT,International,"Around 16 August 2023 (as reported), Fano militia abducted the Mayor of Debre Sina town after they opened fire at his home, exchanging fire with presumed Amhara state police guarding him in Debre Sina (Tarema Ber, North Shewa, Amhara). When he was kidnapped, he was injured.",0,"local administrators",1693863641
ETH10431,2023-08-16,2023,1,"Political violence",Battles,"Armed clash","Military Forces of Ethiopia (2018-)",,1,"Fano Youth Militia",,3,13,,231,"Eastern Africa",Ethiopia,Amhara,"West Gojam",Dembecha,Dembecha,10.5500,37.4833,2,VOA,International,"On 16 August 2023, ENDF clashed with Fano militias in unspecified location (coded to Dembecha) in Dembecha woreda (West Gojam, Amhara), resulting in unknown number of people getting killed and wounded. An unidentified number of fatalities mentioned coded as 10.",10,,1693863641
ETH10432,2023-08-16,2023,1,Demonstrations,Protests,"Peaceful protest","Protesters (Sudan)","Refugees/IDPs (Sudan)",6,,,0,60,,231,"Eastern Africa",Ethiopia,Amhara,"West Gondar",Metema,Metema,12.9521,36.1563,2,"Radio Dabanga",Regional,"On 16 August 2023, around 6000 Sudanese refugees gathered in front of Ulala border refugee camp (location coded to Metema), in Metema woreda (West Gondar, Amhara), and called for intervention of donors and international organizations to improve the food and medicine provisions, which they say 'consists of only one meal'. The protesters also demanded their transfer to other camps due to 'absence of security protection and the presence of Fano militias in the area'.",0,"crowd size=around 6000",1693863642
ETH10433,2023-08-16,2023,2,"Political violence",Battles,"Armed clash","Military Forces of Ethiopia (2018-)",,1,"Unidentified Armed Group (Ethiopia)",,3,13,,231,"Eastern Africa",Ethiopia,Oromia,"East Wellega",Sasiga,Sasiga,9.1631,36.5052,2,"Reporter (Ethiopia)",National,"Around 16 August 2023 (as reported), government forces (assumed to be members of ENDF) and an unidentified armed group clashed, resulting in an unidentified number of fatalities in Dangali Gongo kebele in Sasiga woreda in East Wollega zone (Oromia). An unidentified number of fatalities in low-intensity conflict area coded as 3.",3,,1693863642
ETH10434,2023-08-16,2023,1,"Political violence",Battles,"Armed clash","OLF: Oromo Liberation Front (Shane Splinter Faction)",,2,"Military Forces of Ethiopia (2018-)",,1,12,,231,"Eastern Africa",Ethiopia,Oromia,Guji,"Gumi Idalo","Gumi Eldalo",4.8689,39.3183,2,"Oromiya Media Network",International,"On 16 August 2023, OLF Shane clashed with ENDF in Dika village (a location coded to Gumi Eldalo) in Gumi Idalo/Gumi Eldelo woreda (Guji, Oromia). OLF shane claimed to have 'attacked' unknown number of ENDF soldiers 'who were conducting search operation and mobilized from Bulbul camp'. Casualties unknown.",0,,1693863642
ETH10435,2023-08-16,2023,2,"Political violence",Battles,"Armed clash","OLF: Oromo Liberation Front (Shane Splinter Faction)",,2,"Military Forces of Ethiopia (2018-)",,1,12,,231,"Eastern Africa",Ethiopia,Oromia,"West Shewa","Adda Berga","Adda Berga",9.2500,38.4167,2,"Oromiya Media Network",International,"Around 16 August 2023 (week of), OLF Shane clashed with ENDF in unspecified location (coded to Adda Berga), in Adda Berga woreda (West Shewa, Oromia). Casualties unknown.",0,,1693863642
ETH10436,2023-08-16,2023,2,"Political violence","Violence against civilians",Attack,"OLF: Oromo Liberation Front (Shane Splinter Faction)",,2,"Civilians (Ethiopia)",,7,27,"Civilian targeting",231,"Eastern Africa",Ethiopia,Oromia,"West Shewa","Ambo town",Ambo,8.9833,37.8500,2,ESAT,International,"Around 16 August 2023 (week of), OLF-Shane killed 17 civilians in Sodo Dachu woreda in Oromia region. The civilians were abducted on 13 August 2023 (coded separately), and the family paid the requested ransom on 16 August 2023. Location not found, coded at the administrative center of West Shewa zone, Ambo town (West Shewa, Oromia).",17,,1693863642
ETH10437,2023-08-16,2023,2,"Political violence",Battles,"Armed clash","Military Forces of Ethiopia (2018-)",,1,"OLF: Oromo Liberation Front (Shane Splinter Faction)",,2,12,,231,"Eastern Africa",Ethiopia,Oromia,"West Shewa","Illu Galan","Refiso Kameno",9.0662,37.3286,1,"Addis Maleda",National,"Around 16 August 2023 (week of), ENDF clashed with OLF Shane in Refiso Kameno, Illu Galan woreda (West Shewa, Oromia), resulting in 18 OLF Shane fighters being killed. ENDF also claimed to have captured two members and seized several arms of the armed group.",18,,1693863642
ETH10438,2023-08-16,2023,2,"Political violence",Battles,"Armed clash","OLF: Oromo Liberation Front (Shane Splinter Faction)",,2,"Military Forces of Ethiopia (2018-)",,1,12,,231,"Eastern Africa",Ethiopia,Oromia,"West Shewa","Meta Walkite",Minare,9.6167,38.2500,2,"Oromiya Media Network",International,"Around 16 August 2023 (week of), OLF Shane clashed with ENDF in unspecified location (coded to Minare), Meta Walkite woreda (West Shewa, Oromia). OLF Shane claimed to have 'captured some ENDF soldiers and seized 2 DShKs, 58 AKMs, 3 Snipers, and other armaments'.",0,,1693863642
ETH10439,2023-08-16,2023,2,"Political violence",Battles,"Armed clash","Military Forces of Ethiopia (2018-)",,1,"OLF: Oromo Liberation Front (Shane Splinter Faction)",,2,12,,231,"Eastern Africa",Ethiopia,Oromia,"West Shewa","Mida Kegn",Bitile,9.1865,37.4591,1,"Addis Maleda; ESAT",National-International,"Around 16 August 2023 (week of), ENDF clashed with OLF Shane in Bitile kebele, Mida Kegn woreda (West Shewa, Oromia). ENDF claimed to have killed 20, wounded 13, and captured 18 members of the armed group.",20,,1693863642
ETH10440,2023-08-16,2023,2,"Strategic developments","Strategic developments",Arrests,"Police Forces of Ethiopia (2018-) Oromia State Police",,1,"Civilians (Ethiopia)","Orthodox Christian Group (Ethiopia)",7,17,,231,"Eastern Africa",Ethiopia,Oromia,"West Wellega","Gimbi town",Gimbi,9.1667,35.8333,1,"Oromiya Media Network",International,"Around 16 August 2023 (week of), government security forces (assumed to be Oromia regional state police force) arrested over 25 Orthodox Christians (supporters of Oromia Synod) in Gimbi town, Gimbi (West Wellega, Oromia), for protesting the appointment of a new Patriarch to their Church by the Holy Synods in July (coded separately).",0,,1693863642
ETH10441,2023-08-16,2023,1,Demonstrations,Protests,"Peaceful protest","Protesters (Ethiopia)","Gurage Ethnic Group (Ethiopia)",6,,,0,60,,231,"Eastern Africa",Ethiopia,Sidama,Sidama,"Hawasa town",Hawasa,7.0621,38.4764,1,"Deutsche Welle",International,"On 16 August 2023, ethnic Gurage representatives of four districts and three urban administrations in Gurage zone gathered in front of SNNP Regional Council in Hawassa, Hawasa town (Sidama, Sidama) and demanded the establishment of a new zonal administration called 'East Gurage Zone' which include Meskan, East Meskan, Sodo, and Bui woredas, as well as Butajra, Sodo and Iniseno towns. This protest continued on the next day (coded separately).",0,"crowd size=no report",1693863642
ETH10422,2023-08-15,2023,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Ethiopia (2018-)",,1,"Civilians (Ethiopia)",,7,17,"Civilian targeting",231,"Eastern Africa",Ethiopia,Amhara,"East Gojam","Baso Liben",Yejube,10.1556,37.7504,1,"Deutsche Welle; Wazema Radio","New media-International","On 15 August 2023, a suspected drone strike by ENDF fell in Yejube town, Baso Liben woreda (East Gojam, Amhara), resulting in 3 civilians getting killed. The details about whether the strike is a drone or artilleries are not clear (coded as air/drone strike).",3,,1693863641
ETH10423,2023-08-15,2023,1,"Political violence","Violence against civilians",Attack,"Unidentified Armed Group (Ethiopia)",,3,"Civilians (Ethiopia)","Police Forces of Ethiopia (2018-) Amhara State Police",7,37,"Civilian targeting",231,"Eastern Africa",Ethiopia,Amhara,"North Shewa",Antsokiya,Gemza,10.6649,39.7715,1,VOA,International,"On 15 August 2023, an unidentified gun men shot and killed a Police Commander of Antsokiya woreda in Antsokiya Gemza town (North Shewa, Amhara). No further information is available (about whether the attack commander was armed or on duty during the attack). Attacks targeting local administrators and officials have increased in the area.",1,,1693863641
ETH10424,2023-08-15,2023,1,"Political violence",Battles,"Armed clash","Military Forces of Ethiopia (2018-)",,1,"Fano Youth Militia",,3,13,,231,"Eastern Africa",Ethiopia,Amhara,"South Wello",Delanta,Wegeltena,11.5971,39.2132,2,EMS,Other,"On 15 August 2023, ENDF and Fano militia clashed in Terefe area in Delanta woreda (coded at Wegeltena, Delanta, South Wello zone, Amhara). Casualties unknown.",0,,1693863641
ETH10425,2023-08-15,2023,1,"Strategic developments","Strategic developments",Arrests,"Military Forces of Ethiopia (2018-)",,1,"Civilians (Ethiopia)","Government of Ethiopia (2018-)",7,17,,231,"Eastern Africa",Ethiopia,Amhara,"West Gojam","Bahir Dar town","Bahir Dar",11.6000,37.3833,1,ESAT,International,"On 15 August 2023, a member of Amhara regional council, Yohanes Buwayalew, was arrested in Bahir Dar town (West Gojam, Amhara), Amhara, in connection with the disorder in Amhara region. As the region is under a state of emergency, it is assumed that the arrest was done by members of ENDF.",0,,1693863641
ETH10426,2023-08-15,2023,1,"Political violence",Battles,"Armed clash","Military Forces of Ethiopia (2018-)",,1,"Fano Youth Militia",,3,13,,231,"Eastern Africa",Ethiopia,Amhara,"West Gojam","Bure town",Bure,10.7000,37.0670,2,ESAT,International,"On 15 August 2023, ENDF and Fano militia clashed at a mountain near Bure town (West Gojam, Amhara). Casualties unknown.",0,,1693863641
ETH10427,2023-08-15,2023,1,"Political violence","Violence against civilians","Abduction/forced disappearance","OLF: Oromo Liberation Front (Shane Splinter Faction)",,2,"Civilians (Ethiopia)","Labor Group (Ethiopia)",7,27,"Civilian targeting",231,"Eastern Africa",Ethiopia,Oromia,"West Shewa","Adda Berga",Muger,9.4833,38.3446,1,"Addis Maleda; EMS",Other-National,"On 15 August 2023, OLF Shane abducted six employees of Muger Cement Factory from the factory's resident compound in Muger (Adda Berga, West Shewa, Oromia). The abductors asked 500,000 Birr for each abductee.",0,,1693863641
ETH10415,2023-08-14,2023,1,"Strategic developments","Strategic developments","Change to group/activity","Government of Ethiopia (2018-)",,1,,,0,10,,231,"Eastern Africa",Ethiopia,"Addis Ababa","Region 14",Arada,"Prime Minister Office",9.0286,38.7658,1,"TIKVAH Ethiopia; Wazema Radio","Other-New media","Security measures: On 14 August 2023, Ethiopian House of People's Representatives approved the SOE bill by a majority vote, 12 abstentions and 16 members voted against the bill, in an emergency meeting in Arat Kilo/Prime Minister Office, Arada Sub-city, (Region 14, Addis Ababa). The HOPRs also elected and approved members of the SOE Investigation Board.",0,,1693863641
ETH10416,2023-08-14,2023,1,"Political violence","Violence against civilians",Attack,"Military Forces of Ethiopia (2018-)",,1,"Civilians (Ethiopia)",,7,17,"Civilian targeting",231,"Eastern Africa",Ethiopia,Amhara,"West Gojam","Finote Selam town","Finote Selam",10.7000,37.2667,1,EMS,Other,"On 14 August 2023, ENDF killed an unidentified number of people around Marebiya Bet and 02 Kebele in Finote Selam town (West Gojam, Amhara) after its forces entered the city. An unknown number of fatalities coded as 3.",3,,1693863641
ETH10417,2023-08-14,2023,1,"Strategic developments","Strategic developments","Looting/property destruction","Fano Youth Militia",,3,"Civilians (Ethiopia)","Government of Ethiopia (2018-)",7,37,,231,"Eastern Africa",Ethiopia,Oromia,"East Wellega","Gida Ayana",Ayana,9.8833,36.6167,2,"Oromiya Media Network",International,"Property destruction: On 14 August 2023, armed group from Amhara region (assumed to be Fano militias) demolished a power distribution station at Aba Musa kebele (a location coded to Ayana) in Gida Ayana woreda (East Wellega, Oromia), and cut power distribution line from Nekemt to Gida Ayana and other four woredas.",0,,1693863641
ETH10418,2023-08-14,2023,1,"Political violence; Demonstrations",Protests,"Excessive force against protesters","Protesters (Ethiopia)",,6,"Police Forces of Ethiopia (2018-) Oromia State Police",,1,16,"Civilian targeting",231,"Eastern Africa",Ethiopia,Oromia,Jimma,Setema,Gatira,7.9791,36.1313,2,"Addis Maleda; BBC News; Oromiya Media Network",National-International,"On 14 August 2023, local residents gathered in Kimiso kebele (a location coded to Gatira) to protest the Woreda Officials' decision to transfer a communal land to an investor in Setema woreda (Jimma, Oromia). The woreda police and head of woreda administrator opened fire, killed a youth and wounded other ten protesters. This communally owned land used for grazing by local communities has been the source of discontent with the government as the locals refused its transfer.",1,"crowd size=no report",1693863641
ETH10419,2023-08-14,2023,1,"Political violence","Violence against civilians","Abduction/forced disappearance","OLF: Oromo Liberation Front (Shane Splinter Faction)",,2,"Civilians (Ethiopia)",,7,27,"Civilian targeting",231,"Eastern Africa",Ethiopia,Oromia,"North Shewa",Dera,"Gundo Meskel",10.2500,38.7333,2,"Addis Maleda",National,"On 14 August 2023, OLF Shane allegedly kidnapped 17 people in an unspecified location (coded to the admin center, Gundo Meskel) in Dera woreda (North Shewa, Oromia). Four of the hostages are members of the same family. The armed group also clashed with ENDF in the town following the incident (coded separately).",0,,1693863641
ETH10420,2023-08-14,2023,1,"Political violence",Battles,"Armed clash","OLF: Oromo Liberation Front (Shane Splinter Faction)",,2,"Military Forces of Ethiopia (2018-)",,1,12,,231,"Eastern Africa",Ethiopia,Oromia,"North Shewa",Dera,"Gundo Meskel",10.2500,38.7333,2,"Addis Maleda",National,"On 14 August 2023, OLF Shane exchanged fire with ENDF in an unspecified location (coded to admin center, Gundo Meskel), in Dera woreda (North Shewa, Oromia), after OLF Shane kidnapped 17 people. Casualties unknown.",0,,1693863641
ETH10421,2023-08-14,2023,1,"Political violence","Violence against civilians",Attack,"Military Forces of Ethiopia (2018-)","Kebele Communal Militia (Ethiopia)",1,"Civilians (Ethiopia)","Farmers (Ethiopia); OLF: Oromo Liberation Front (Shane Splinter Faction)",7,17,"Civilian targeting",231,"Eastern Africa",Ethiopia,Oromia,"West Shewa","Meta Robi","Meta Robi",9.3333,38.1667,2,"Oromiya Media Network",International,"On 14 August 2023, ENDF and Kebele Militias shot and killed 5 farmers in Dula/also called Marami Sharo and Werke Welensu kebeles (both locations not found, coded to admin center, Meta Robi), in Meta Robi woreda (West Shewa, Oromia), after accusing them of supporting OLF Shane. The government forces also beat and wounded four other people suspected of being 'OLF Shane informants'.",5,,1693863641
ETH10410,2023-08-13,2023,1,"Political violence","Violence against civilians",Attack,"Military Forces of Ethiopia (2018-)",,1,"Civilians (Ethiopia)",,7,17,"Civilian targeting",231,"Eastern Africa",Ethiopia,Amhara,"West Gojam","Bure town",Bure,10.7000,37.0670,1,EMS,Other,"On 13 August 2023, ENDF killed an unidentified number of youths in Bure town (West Gojam, Amhara). An unknown number of fatalities coded as 3. The reason is unknown. No further information is available.",3,,1693863641
ETH10411,2023-08-13,2023,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Ethiopia (2018-)",,1,"Civilians (Ethiopia)","Fano Youth Militia",7,17,"Civilian targeting",231,"Eastern Africa",Ethiopia,Amhara,"West Gojam","Finote Selam town","Finote Selam",10.7000,37.2667,1,"Addis Maleda; Addis Standard; AP; BBC News; Borkena Ethiopian News; Deutsche Welle; EMS; ESAT; Reuters; VOA; Wazema Radio","Other-New media","On 13 August 2023, a suspected airstrike (by Ethiopian Air Force) killed at least 25 people (some sources say up to 70) and wounded over 50 others in Finote Selam town, Finote Selam (West Gojam, Amhara). The airstrike allegedly hit supporters of Fano militias who were on trucks and demonstrators gathered to protest against the government's ongoing military operations to disarm local armed militias. The EHRC accused the government saying, 'the strike was indiscriminate and targeted civilians who were not involved in the armed clashes'.",25,,1693863641
ETH10412,2023-08-13,2023,1,"Political violence","Violence against civilians",Attack,"Police Forces of Ethiopia (2018-) Oromia State Police",,1,"Civilians (Ethiopia)",,7,17,"Civilian targeting",231,"Eastern Africa",Ethiopia,Oromia,Jimma,Goma,Agaro,7.8500,36.6500,1,"Addis Maleda",National,"On 13 August 2023, members of Oromia regional police force 'attacked' (means unknown) and injured two youths in Agaro town, Goma woreda (Jimma, Oromia), for unknown reason. No further information is available.",0,,1693863641
ETH10413,2023-08-13,2023,1,"Political violence","Violence against civilians","Abduction/forced disappearance","OLF: Oromo Liberation Front (Shane Splinter Faction)",,2,"Civilians (Ethiopia)",,7,27,"Civilian targeting",231,"Eastern Africa",Ethiopia,Oromia,"West Shewa","Ambo town",Ambo,8.9833,37.8500,2,ESAT,International,"On 13 August 2023, OLF-Shane abducted 17 civilians in Sodo Dachu woreda in Oromia region, which borders Gurage zone. Location not found, coded at the administrative center of West Shewa zone, Ambo town (West Shewa, Oromia).",0,,1693863641
ETH10414,2023-08-13,2023,1,"Strategic developments","Strategic developments","Change to group/activity","Government of Ethiopia (2018-)",,1,,,0,10,,231,"Eastern Africa",Ethiopia,SNNP,"Kembata Tibaro","Durame town",Durame,7.2333,37.8833,1,"TIKVAH Ethiopia",Other,"Security measures: On 13 August 2023, Kembata Timbaro Zone SOE Command Post (coded as Government of Ethiopia) announced the restriction of 'demonstration events, movement and gathering in groups' in Durame town (Kembata Tibaro, SNNP). The restrictions came a day before the planned protest by residents to demonstrate against what the organizers say is 'unfair distribution of regional offices of the newly established regional state to Durame town'. In addition, holding/posting banners and wearing T-shirts that contain messages related to the planned protest, strikes, movement of motorbikes and three-wheeled vehicles are restricted.",0,,1693863641
ETH10408,2023-08-12,2023,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Ethiopia (2018-)",,1,"Civilians (Ethiopia)",,7,17,"Civilian targeting",231,"Eastern Africa",Ethiopia,Amhara,"West Gojam","Bure town",Bure,10.7000,37.0670,1,"BBC News",International,"On 12 August 2023, a suspected drone strike by Ethiopian Air Force hit residential areas in Bure town (West Gojam, Amhara), resulting in unknown number of people (civilian residents) getting killed and wounded. An unidentified number of fatalities mentioned coded as 10.",10,,1693863641
ETH10409,2023-08-12,2023,1,"Political violence",Battles,"Armed clash","Military Forces of Ethiopia (2018-)",,1,"Fano Youth Militia",,3,13,,231,"Eastern Africa",Ethiopia,Amhara,"West Gojam","Bure town",Bure,10.7000,37.0670,1,EMS,Other,"On 12 August 2023, ENDF and Fano militia clashed in Bure town (West Gojam, Amhara). Due to shellings fired by ENDF, which landed on civilian houses, an unidentified number of civilians were killed. An unknown number of fatalities coded as 3.",3,,1693863641
ETH10406,2023-08-11,2023,1,"Political violence","Violence against civilians",Attack,"Fano Youth Militia",,3,"Civilians (Ethiopia)","Farmers (Ethiopia)",7,37,"Civilian targeting",231,"Eastern Africa",Ethiopia,Oromia,"East Wellega",Kiremu,Kiremu,9.9500,36.8667,2,"Oromiya Media Network",International,"On 11 August 2023, Fano militia men shot and killed a farmer in Lelistu Sombo kebele (a location coded to Kiremu), Kiremu woreda (East Wellega, Oromia), for unknown reason. No further information is available.",1,,1693863641
ETH10407,2023-08-11,2023,1,"Political violence","Violence against civilians",Attack,"Military Forces of Ethiopia (2018-)",,1,"Civilians (Ethiopia)",,7,17,"Civilian targeting",231,"Eastern Africa",Ethiopia,Oromia,"West Shewa",Jeldu,Shikute,9.3833,38.0167,2,"BBC News",International,"On 11 August 2023, ENDF soldiers shot and killed 1 person in Haroo Daga kebele (location coded to Shikute), Jeldu woreda (West Shewa, Oromia). The reason is unknown. No further information is available.",1,,1693863641
ETH10402,2023-08-10,2023,2,"Political violence",Battles,"Armed clash","Military Forces of Ethiopia (2018-)",,1,"Fano Youth Militia",,3,13,,231,"Eastern Africa",Ethiopia,Amhara,"East Gojam","Bechena Town",Bichena,10.4500,38.2000,1,"TIKVAH Ethiopia",Other,"Around 10 August 2023 (as reported), sounds of artilleries heard as ENDF clashed with Fano militias in Bichena, Bechena Town (East Gojam, Amhara). Casualties unknown.",0,,1693863641
ETH10403,2023-08-10,2023,1,"Political violence","Violence against civilians",Attack,"Fano Youth Militia",,3,"Civilians (Ethiopia)","Private Security Forces (Ethiopia)",7,37,"Civilian targeting",231,"Eastern Africa",Ethiopia,Oromia,"East Wellega","Gida Ayana",Gutin,9.5647,36.6320,1,"Oromiya Media Network; Reporter (Ethiopia)",National-International,"On 10 August 2023, unidentified gun men (assumed to be Fano militia men) shot and killed a guard (assumed unarmed) of Anger Gutin Preparatory School, Gida Ayana woreda (East Wellega, Oromia). Security forces captured around 3 suspects with their arms after searching homes (there were no exchange of fire during the searches and seizure of suspects).",1,,1693863641
ETH10404,2023-08-10,2023,1,"Political violence",Battles,"Armed clash","Military Forces of Ethiopia (2018-)",,1,"OLF: Oromo Liberation Front (Shane Splinter Faction)",,2,12,,231,"Eastern Africa",Ethiopia,Oromia,"West Shewa",Cobi,Chobi,9.3333,37.9500,2,"BBC News",International,"On 10 August 2023, ENDF exchanged fire with OLF Shane in Bake Hofu kebele (a location coded to Chobi), in Cobi woreda (West Shewa, Oromia), after ENDF soldiers entered the village and attacked civilians in the morning (coded separately). Casualties unknown.",0,,1693863641
ETH10405,2023-08-10,2023,1,"Political violence","Violence against civilians",Attack,"Military Forces of Ethiopia (2018-)",,1,"Civilians (Ethiopia)","Farmers (Ethiopia)",7,17,"Civilian targeting",231,"Eastern Africa",Ethiopia,Oromia,"West Shewa",Cobi,Chobi,9.3333,37.9500,2,"Addis Maleda; Addis Standard; BBC News; Deutsche Welle; Oromiya Media Network; VOA; Wazema Radio","New media-National","On 10 August 2023, ENDF shot and killed 6 to 11 people and wounded 5, including farmers, in Koricha Koticha and Bake Hofu kebeles (both locations not found and coded to admin center, Chobi), Cobi woreda (West Shewa, Oromia). The reason is unknown.",6,,1693863641
ETH10393,2023-08-09,2023,2,"Political violence","Violence against civilians",Attack,"Military Forces of Ethiopia (2018-)",,1,"Civilians (Ethiopia)",,7,17,"Civilian targeting",231,"Eastern Africa",Ethiopia,Amhara,"North Shewa","Shoa Robit","Shewa Robit",9.9898,39.8956,1,"BBC News",International,"Around 9 August 2023 (week of), government security forces (assumed to be ENDF) arbitrarily shot and killed an unknown number of people in Shewa Robit town, Shoa Robit (North Shewa, Amhara), after clashing with Fano militias in the town (coded separately). EHRC accused the government security forces of 'conducting an extra judicial killing of citizens in the town'. An unidentified number of fatalities mentioned coded as 3.",3,,1693863641
ETH10394,2023-08-09,2023,1,"Political violence",Battles,"Armed clash","Military Forces of Ethiopia (2018-)",,1,"Fano Youth Militia",,3,13,,231,"Eastern Africa",Ethiopia,Amhara,"North Wello",Lasta,Lalibela,12.0333,39.0333,1,"AFP; BBC News; VOA",International,"On 9 August 2023, ENDF clashed with Fano militias in Lalibela, Lasta woreda (North Wello, Amhara) and regained control over the town. Dozens of combatants (from both sides) were killed in the fighting. An unidentified number of fatalities mentioned (dozens) coded as 12.",12,,1693863641
ETH10395,2023-08-09,2023,1,"Strategic developments","Strategic developments","Change to group/activity","Government of Ethiopia (2018-)",,1,,,0,10,,231,"Eastern Africa",Ethiopia,Amhara,"West Gojam","Bahir Dar town","Bahir Dar",11.6000,37.3833,3,"TIKVAH Ethiopia",Other,"Security measures: On 9 August 2023, the SOE Command Post (coded as government of Ethiopia) declared curfew prohibiting the movement of motor bikes and three-leg taxis (Bajaj) from 10 to 23 August 2023 in Bahir Dar, Gonder, Debre Berhan, Debre Markos, Shewa Robit, and Lalibela towns, following a weeklong-armed clashes in the towns (coded separately). In addition, the command post prohibited any demonstration, movement of vehicles and people other than those of security forces and ambulances and medical personnel. The event coded at the regional capital, Bahir Dar town (West Gojam, Amhara).",0,,1693863641
ETH10396,2023-08-09,2023,1,"Political violence","Violence against civilians",Attack,"Military Forces of Ethiopia (2018-)",,1,"Civilians (Ethiopia)","OLF: Oromo Liberation Front (Shane Splinter Faction)",7,17,"Civilian targeting",231,"Eastern Africa",Ethiopia,Oromia,"East Shewa",Boset,"Kawa Gebeya",8.7081,39.7233,1,"Oromiya Media Network",International,"On 9 August 2023, ENDF shot and killed a suspected member of OLF Shane in Kawa Gebeya/Hara kebele, Boset woreda (East Shewa, Oromia), in front of a public gathering.",1,,1693863641
ETH10397,2023-08-09,2023,3,"Political violence","Violence against civilians",Attack,"Police Forces of Ethiopia (2018-) Oromia State Police",,1,"Civilians (Ethiopia)","Orthodox Christian Group (Ethiopia)",7,17,"Civilian targeting",231,"Eastern Africa",Ethiopia,Oromia,"East Wellega","Nekemte town",Nekemt,9.0833,36.5500,1,"Oromiya Media Network",International,"Around 9 August 2023 (from 1 - 17 August), government security forces (assumed to be Oromia regional state police force) beat and arrested over 30 Orthodox Christians (supporters of Oromia Synod) in Nekemte town, Nekemt (East Wellega, Oromia), for allegedly refusing the appointment of a new Patriarch to their Church by the Holy Synods 'in different forms'.",0,,1693863641
ETH10398,2023-08-09,2023,2,"Political violence","Violence against civilians",Attack,"Fano Youth Militia",,3,"Civilians (Ethiopia)",,7,37,"Civilian targeting",231,"Eastern Africa",Ethiopia,Oromia,"Horo Gudru Wellega","Abe Dongoro","Abe Dongoro",9.6097,36.9331,2,"Oromiya Media Network",International,"Around 9 August 2023 (week of), Fano militia men shot and killed an unknown number of people in unspecified location (coded to Abe Dongoro), Abe Dongoro woreda (Horo Gudru Wellega, Oromia). An unidentified number of fatalities mentioned coded as 3.",3,,1693863641
ETH10399,2023-08-09,2023,2,"Strategic developments","Strategic developments","Change to group/activity","Fano Youth Militia",,3,,,0,30,,231,"Eastern Africa",Ethiopia,Oromia,"Horo Gudru Wellega","Abe Dongoro","Abe Dongoro",9.6097,36.9331,2,"Oromiya Media Network",International,"Movement of forces: Around 9 August 2023 (week of), 'several' Fano militias have crossed in to Oromia and gathered their fighters in Tulu Gana and Chancho kebeles, (both locations coded to Abe Dongoro), Abe Dongoro woreda (Horo Gudru Wellega, Oromia), following the latest military operation by ENDF in Amhara region.",0,,1693863641
ETH10400,2023-08-09,2023,1,Demonstrations,Riots,"Violent demonstration","Rioters (Ethiopia)",,5,"Police Forces of Ethiopia (2018-) SNNP State Police",,1,15,,231,"Eastern Africa",Ethiopia,SNNP,Gamo,"Arba Minch town","Arba Minch",6.0333,37.5500,1,"Addis Maleda; BBC News; Reporter (Ethiopia); Wazema Radio","New media-National","On 9 August 2023, residents of Arba Minch town burned tires and closed roads in Arba Minch town, (Gamo, SNNP), to demonstrate against the newly established 'cluster-based Southern Ethiopian Regional State' over the selection process of regional seat. Regional Police arrested around 400 demonstrators from their home, including Ethiopian Human Rights Council staff.",0,"crowd size=no report",1693863641
