"Please read a description of the CSV at this link: https://www.humanitarianoutcomes.org/sites/default/files/gdho_read_me.xlsx"
Id,Year,Name,"Abbreviated name",Type,"International or national",Website,"HQ location",Sub-region,"Year founded","Year closed","Countries of Operation (count)",Sector,"Religious or secular",Religion,"Red Cross Code of Conduct signatory","CHS member","InterAction member","ICVA member",Staff,"Staff Imputed",Natl,"Natl Imputed",Intl,"Intl Imputed","% Intl","OPE approx (USD)","OPE Imputed",OPE/staff,"OPE (inflation adjusted)","OPE (original currency)","HumExp approx (USD)","HumExp Imputed","HumExp (inflation adjusted)",Afghanistan,Albania,Algeria,"American Samoa",Andorra,Angola,Anguilla,Antarctica,"Antigua and Barbuda",Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia,"Bosnia and Herzegovina",Botswana,"Bouvet Island",Brazil,"British Indian Ocean Territory","Brunei Darussalam",Bulgaria,"Burkina Faso",Burundi,Cambodia,Cameroon,Canada,"Cape Verde","Cayman Islands","Central African Republic",Chad,Chile,China,"Christmas Island","Cocos (Keeling) Islands",Colombia,Comoros,Congo,"Cook Islands","Costa Rica","Cote D'Ivoire",Croatia,Cuba,Cyprus,"Czech Republic",Denmark,Djibouti,Dominica,"Dominican Republic","DR Congo",Ecuador,Egypt,"El Salvador","Equatorial Guinea",Eritrea,Estonia,Eswatini,Ethiopia,"Falkland Islands (Malvinas)","Faroe Islands",Fiji,Finland,France,"French Guiana","French Polynesia","French Southern Territories",Gabon,Gambia,Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guadeloupe,Guam,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,"Heard Island and Mcdonald Islands","Holy See (Vatican City State)",Honduras,"Hong Kong",Hungary,Iceland,India,Indonesia,"Iran, Islamic Republic of",Iraq,Ireland,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kiribati,"Korea, Democratic People's Republic of","Korea, Republic of",Kuwait,Kyrgyzstan,"Lao People's Democratic Republic",Latvia,Lebanon,Lesotho,Liberia,"Libyan Arab Jamahiriya",Liechtenstein,Lithuania,Luxembourg,Macao,"Macedonia, the Former Yugoslav Republic of",Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,"Marshall Islands",Martinique,Mauritania,Mauritius,Mayotte,Mexico,"Micronesia, Federated States of","Moldova, Republic of",Monaco,Mongolia,Montserrat,Morocco,Mozambique,Myanmar,Namibia,Nauru,Nepal,Netherlands,"Netherlands Antilles","New Caledonia","New Zealand",Nicaragua,Niger,Nigeria,Niue,"Norfolk Island","Northern Mariana Islands",Norway,"Occupied Palestinian Territories",Oman,Pakistan,Palau,Panama,"Papua New Guinea",Paraguay,Peru,Philippines,Pitcairn,Poland,Portugal,"Puerto Rico",Qatar,Reunion,Romania,"Russian Federation",Rwanda,"Saint Helena","Saint Kitts and Nevis","Saint Lucia","Saint Pierre and Miquelon","Saint Vincent and the Grenadines",Samoa,"San Marino","Sao Tome and Principe","Saudi Arabia",Senegal,"Serbia and Montenegro",Seychelles,"Sierra Leone",Singapore,Slovakia,Slovenia,"Solomon Islands",Somalia,"South Africa","South Georgia and the South Sandwich Islands","South Sudan",Spain,"Sri Lanka",Sudan,Suriname,"Svalbard and Jan Mayen",Sweden,Switzerland,"Syrian Arab Republic",Taiwan,Tajikistan,Tanzania,Thailand,Timor-Leste,Togo,Tokelau,Tonga,"Trinidad and Tobago",Tunisia,Turkey,Turkmenistan,"Turks and Caicos Islands",Tuvalu,Uganda,Ukraine,"United Arab Emirates","United Kingdom","United States","United States Minor Outlying Islands",Uruguay,Uzbekistan,Vanuatu,Venezuela,Vietnam,"Virgin Islands, British","Virgin Islands, U.s.","Wallis and Futuna","Western Sahara",Yemen,Zambia,Zimbabwe
541,2023,"Concern Worldwide",,INGO,International,http://www.concern.net,Ireland,Europe,1968,,26,,Secular,,1,,,,3310,A,3122,A,188,A,6%,"$234,207,527",A,"$70,757.56","$234,207,527","Euro 217813000","$158,730,108",A,"$158,730,108",1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,1,,,,,,1,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,1,,1,,,,,,1,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,1,,,1,,,1,,,,,1,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,
336,2023,"Cooperative for Assistance and Relief Everywhere",CARE,INGO,International,http://www.care.org,Switzerland,Europe,1945,,78,,Secular,,1,,,,12570,A,12200,A,370,A,3%,"$857,533,000",A,"$68,220.60","$857,533,000",,"$458,762,000",A,"$458,762,000",1,,,,,1,,,,,1,,1,1,1,,,1,,,,,1,,,1,1,,,1,,,,,1,1,1,1,,,,1,1,,,,,,,,,1,1,1,,1,1,,,,1,1,1,1,,,,,1,,,,,1,,,,,,1,1,1,,,,,,,1,,,,1,,,1,,,,1,1,,,,,,,1,1,,1,,,,,,1,,,1,1,,,,1,,1,1,1,,,1,,,,,,,,,,,,,1,1,1,,,1,1,,,,1,1,,,,,1,1,,1,,,1,,1,1,,,,,,,1,,1,,,,,,,,,,,1,,1,,,,,1,1,,,,1,1,,,,,,,,1,1,,1,,,,,,,,,1,,,1,1,,,,1,,1,,,,,1,,1
555,2022,"Cooperazione e Sviluppo",CEVSI,INGO,International,www.cesvi.org,Italy,Europe,1985,,27,,Secular,,,,,,749,A,709,A,40,A,5%,"$33,732,870",A,"$45,037.21","$35,115,837","Euro 29684926","$12,481,162",A,"$12,992,860",,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,1,,1,1,,,1,,,,,1,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,1,,,,,1,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,1,1,,,,,,,,1,,,,,,,,1
556,2023,"Cooperazione Internazionale",COOPI,INGO,International,http://www.coopi.org/en/,Italy,Europe,1965,,33,,Secular,,,,,,1767,A,1630,A,137,A,8%,"$73,141,591",A,"$41,393.09","$73,141,591","Euro 68021680","$57,332,396",A,"$57,332,396",,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,1,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,1,,,1,,,,,,,,,,1,,,1,,,,,,,1,,,1,,,,1,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,1,,,,,,1,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,
598,2023,"DanChurchAid (FOLKEKIRKENS NODHJAELP)",DCA,INGO,International,http://www.danchurchaid.org,Denmark,Europe,1922,,19,,Religious,Christian,,1,,,,,,,,,,"$127,089,337",A,"$85,237.65","$127,089,337","DKK 882000000","$90,201,729",A,"$90,201,729",,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,1,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,1,1
622,2020,"Deutsche Gesellschaft f??r Internationale Zusammenarbeit",GIZ,INGO,International,https://www.giz.de/en/html/index.html,Germany,Europe,2011,,99,,,,,,,,22199,A,15120,A,2538,A,11%,,,,,,,,,1,1,1,,,,,,,,1,,,,1,,,1,,1,,,1,,,1,1,1,,1,,,1,1,1,1,1,,,,1,1,1,1,,,1,,,,1,1,,,,,,,,,1,1,1,1,,,,,1,,,,,,,,,,,1,1,1,,1,,,,,1,1,,,,,,1,,,,1,1,,1,,,,,,1,1,1,,,,,1,1,,1,1,1,1,,,,,1,1,1,1,1,1,,,,1,,,1,,1,,1,,1,1,1,1,,1,,,,,1,1,1,,,,,1,,1,,,,1,1,1,,,,,,,1,1,1,,,,,,,,,1,1,1,,1,,,,,1,1,,1,,1,1,,,,,1,,1,1,1,1,1,,,,1,1,,,,1,1,1,,1,,,1,,,1,,,,,1,1,
642,2022,"Diakonie Emergency Aid/Diakonie Katastrophenhilfe",DKH,INGO,International,http://www.diakonie-katastrophenhilfe.de,Germany,Europe,1954,,40,,Religious,Christian,,,,,132,A,,,,,,"$117,812,298",A,"$892,517.41","$122,642,320","Euro 103674822",,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,1,,,1,,,,1,1,,,,,1,,,,,,,,,1,,,,,1,,,,,,1,,1,,,,,,,,,,,,1,,,1,,,,,,,,,1,,,,,1,,1,1,,1,,,,,,1,,1,,,,,,,1,1,,,,,1,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,1,,,,,,1,,1,,,,,1,,,,,,,,,,,,,,,,,1,,,1,,,1,,,1,,,,,1,,,,,,,,,,,1,,,,,1,,,,,,,,1,,,,,,1,,
497,2023,"Doctors with Africa/ Collegio Universitario Aspiranti Emedici Missionari - Medici con L'Africa Onetherlandsus (CUAMM)",CUAMM,INGO,International,http://www.mediciconlafrica.org/en/,Italy,Europe,1950,,8,Health,,,,,,,3465,A,3135,A,330,A,10%,"$48,001,731",A,"$13,853.31","$48,001,731","Euro 44641610",,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
661,2023,"Dorcas Aid International",DAI,INGO,International,http://www.dorcas.net,Netherlands,Europe,1980,,14,,Religious,Christian,,,,,428,A,,,,,,"$36,045,489",A,"$84,218.43","$36,045,489","Euro 33522305","$23,618,633",A,"$23,618,633",,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,
716,2023,Entreculturas,,INGO,International,https://www.entreculturas.org/en/home,Spain,Europe,1985,,43,,,,,,,,99,A,,,,,,"$21,996,224",A,"$222,184.08","$21,996,224","Euro 20456488",,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,1,1,1,,,,,1,1,,,,1,,,,,,,1,,,,,,1,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,1,1,,,1,,,1,,1,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,1,1,,,,,,,,,,1,,1,,,,1,,,,,1,,,,,1,,,,,,,,,,,1,,1,1,,,1,,,,,1,,,,,,,,,,,,,,,,,1,,,,1,,1,1,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,1,,,1,,,,,,,,
1120,2023,"Frontline Aids",,INGO,International,http://www.aidsalliance.org,"United Kingdom",Europe,1993,,40,Health,Secular,,,,,,77,A,,,,,,"$18,165,000",A,"$235,909.09","$18,165,000",,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,1,,1,,,,,,1,1,1,,,,,,,,1,,,,,,,,1,,,,,,,,,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,1,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,1,1,,,,,,,,,1,,,,1,,1,,1,1,,,,,,,,,1,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,1,,,,,,,,,,,1,,,,,,1,,,,,,1,1,,1,1,,,,,,1,,,,,,1,1
863,2022,"German Agro Action/Deutsche Welthungerhilfe",GAA/DWHH,INGO,International,http://www.welthungerhilfe.de/,Germany,Europe,1962,,37,"Food security/agriculture",Secular,,,,,,496,A,269,A,227,A,46%,"$326,590,909",A,"$658,449.41","$339,980,355","Euro 287400000",,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,1,,,,,,1,1,1,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,1,,,,1,,,,1,,,,,,,1,1,,,1,,,,,,,,,,,,,,1,1,,,1,,,,,1,1,,,,,,,,1,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,1,,1,1,,,,,1,,1,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1
3961,2023,"German Leprosy and TB Relief Association",,INGO,International,https://www.dahw.de/,Germany,,1957,,22,,,,,,,,,,,,,,,"$12,662,557",A,"$18,012.17","$12,662,557","Euro 11776178",,,,1,,,,,,,,,,,,,,,,,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,1,,,1,,,,,1,,,1,,,1,,,,,,,,,1,1,,,,,,,,,,,,,,1,,
896,2023,"GOAL Global",,INGO,International,http://www.goal.ie,Ireland,Europe,1977,,14,,Secular,,,,,,3350,A,3265,A,85,A,3%,"$199,422,581",A,"$59,529.13","$199,422,581","Euro 185463000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,1,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1
935,2023,"Habitat for Humanity International",HFHI,INGO,International,http://www.habitat.org,"United States","Northern America",1976,,67,Shelter,Religious,Christian,,,,,,,,,,,,"$241,971,000",A,"$61,570.23","$241,971,000",,,,,,,,,,,,,,1,1,,1,,,,,1,,,,,,,,1,1,,,1,,,1,,,1,,1,,,,,1,1,,,1,,,,1,1,,,,,,,,1,,,1,1,,,,,1,,,1,,,,,,,,,1,1,,,,,,,1,,,1,1,,,1,,1,,1,1,,,,,,,1,1,,1,,,1,,1,,,1,1,,,,,,,1,1,1,1,,,,,,,,,1,,,,,,,1,1,,,1,1,,,1,1,,,,,,,,,,,,,1,,1,,1,1,,,,1,,,,,,,,,,,,,1,,,1,1,,,,1,,,,1,,,,,,,,1,1,1,,,,,1,,,,,,1,1,,1,1,,,,,,1,,,,,,1,
947,2022,"Handicap International/ Humanity & Inclusion",HI,INGO,International,http://www.handicap-international.org,France,Europe,1982,,54,,Secular,,,,,,4297,A,4013,A,284,A,7%,"$224,431,818",A,"$52,229.89","$233,632,986","Euro 197500000",,,,1,,1,,,1,,,,,,,,,,,,1,,,,,1,,,1,,,,,,,,1,1,1,,,1,,,,,1,,,1,,,,,1,,1,,,,,,,1,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,1,,1,,,,,,1,,1,,1,,,1,1,,1,,1,1,,,,,,1,,,,1,,,,1,,,,,,,,,1,1,,,,1,,,,,,1,,,,,,1,,1,,,,,,1,,,,,,,,,1,,,,,,,,,,1,,,1,,,,,1,,,1,,1,,,,,,1,,1,1,1,1,1,,,,1,,,,,1,,,,,,,,,,1,,,,,,,
964,2023,"Health Poverty Action",HPA,INGO,International,www.healthpovertyaction.org,"United Kingdom",Europe,1984,,13,Health,,,,,,,441,A,,,,,,"$17,069,255",A,"$38,705.79","$17,069,255","GBP 14167482",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
968,2022,"Heartland Alliance for Human Needs and Human Rights",,INGO,International,http://www.heartlandalliance.org,"United States","Northern America",1888,2022,18,,Secular,,,,,,1500,A,1300,A,200,A,13%,"$197,202,488",A,"$131,468.33","$205,287,318",,"$138,436,147",A,"$144,111,698",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,1,,,,,,,,1,1,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,1,,,,1,,,,,,,1,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
975,2023,"HelpAge International",,INGO,International,www.helpage.org/,"United Kingdom",Europe,1983,,28,,,,1,,,,290,A,266,A,24,A,8%,"$48,600,000",A,"$167,586.21","$48,600,000","GBP 40338000","$40,797,590",A,"$40,797,590",,,,,,,,,,,,,,,,,,1,,,,1,,,,1,,,,,,,,,,1,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,1,,,,,,1,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,1,,,1,,,,,,,,,,,,1,,1,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,1,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,1
977,2022,"Helping Hand for Relief and Development",HHRD,INGO,International,http://www.hhrd.org,"United States","Northern America",2005,,85,,Religious,Islamic,,,1,,,,,,,,,"$61,668,743",A,"$37,038.28","$64,197,014",,"$46,107,092",A,"$47,997,373",1,1,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,1,,,,,1,1,,,,,1,1,,,,,,,,,,,,,,,,1,,1,,1,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,1,1,,,,,,,1,1,,,,,,,,1,,1,,,,,,,,1,,,,,,,,,,1,,,1,,,,,,,1,,,,,,,,1,,,1,,,,,,1,,,,,,,,1,,,,,1,1,,,,,,,,,1,,,,,,,,,,,,,1,,,,,1,1,,1,,1,1,,,,,1,,,1,1,,,,,,1,,,,,1,,,,1,,,,,,,,,,,,,
978,2023,"Helvetas International",HI,INGO,International,,Switzerland,Europe,1955,,35,,,,,,,,1500,A,1455,A,45,A,3%,"$141,469,565",A,"$94,313.04","$141,469,565","CHF 130152000",,,,,,,,,,,,,,,,,,,,,1,,,,,1,,1,1,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,1,,,,1,,,1,,,,,,,,,,,,,1,,,,,,,1,1,,1,,,,,,,,1,1,,,,1,,,,,,,,,1,,,,,1,1,,,1,,,,,,1,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,1,1,,,,,,,1,,,,,,1,,,,,,1,,,1,,,,,,,
1001,2023,"HOPE International Development Agency ",HIDA,INGO,,https://www.hope-international.com/,Canada,,1975,,15,,,,,,,,,,,,,,,"$15,361,904",A,"$21,851.93","$15,361,904",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,1,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002,2022,"HOPE Worldwide",,INGO,International,www.hopeww.org/,"United States","Northern America",1991,,73,,Religious,Christian,1,,,,,,,,,,,"$35,882,894",A,"$34,770.25","$37,354,007",,,,,1,,,,,,,,,,,,1,1,,,,1,1,,,1,,,,1,,1,,1,,,,1,1,,1,1,,,,,1,1,,,1,,,,1,1,1,,,1,1,,,1,1,1,,1,,,,,1,,,,1,,,,,,,,1,1,,,,,,,1,,,1,1,,,1,,1,,1,1,,,,,,1,1,,,1,,,1,,,,,,,1,,,1,,,,,,1,,1,,,,,,,1,,,,,,,1,,,,1,,,,1,1,,1,,,,1,,,1,,1,1,,1,1,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,1,,1,1,1,,1,,,1,,1,,,,,1,,,1,,,,,,,,,1,1,,,,,1,,,1,,,,1,1
1128,2023,"International Medical Corps",IMC,INGO,International,https://internationalmedicalcorps.org,"United States","Northern America",1984,,30,Health,Secular,,,,,,8000,A,,,,,,"$204,895,827",A,"$25,611.98","$204,895,827",,"$159,387,597",A,"$159,387,597",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,1,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,1,1,,,,,,,,,,1,,,1,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,1,,1,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,1,,,,,1,,,,,,,,,,,1,,,,,1,,,1,,,,,1,,,,,,1,,1
1137,2023,"International Rescue Committee",IRC,INGO,International,http://www.rescue.org,"United States","Northern America",1933,,61,Refugees,Secular,,,,,,,,,,,,,"$1,281,715,000",A,"$79,127.98","$1,281,715,000",,"$857,275,000",A,"$857,275,000",1,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,1,1,1,,1,,,,1,1,,,,,1,,,,,1,,,,1,,,,,1,1,,1,,,,,1,,,,,,,,,,,,1,,,1,,,,,1,,,,1,,,1,,1,,,,,1,,,1,,,1,,1,,,1,,,,,1,,1,1,,,,,,,,1,,1,,,,,,,1,,1,,,,,,1,,,,,,,,,1,1,,,,,,,1,,,,,1,1,,1,,,,,1,,,,,,,,,,,,,1,,1,,1,,,1,,,1,,,1,,,1,1,1,,,1,1,,,,,,1,1,,,,1,1,,1,1,,,,,1,,,,,,1,,
6711,2023,"Iris Global",,INGO,,https://www.irisglobal.org,"United States","Northern America",1980,,37,,Religious,Christian,,,,,2037,A,1590,A,447,A,22%,"$12,544,228",A,"$6,158.19","$12,544,228",,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,1,,,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,1,,,1,,1,,,1,,,1,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,1,,,,,,,1,,,,1,,,,,1,,,,,,,,,,,,,,,1,,1,1,,,,,,,,,,,,,,,,1,,,1,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,1,1
1161,2023,"Islamic Relief Worldwide",IR,INGO,International,http://www.islamic-relief.com,"United Kingdom",Europe,1984,,39,,Religious,Islamic,,,,,,,,,122,A,,"$257,096,386",A,"$291,162.39","$257,096,386","GBP 213390000","$161,251,807",A,"$161,251,807",1,1,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,,,1,,,1,,1,,,,,,,,1,,,1,,,,,1,,1,,,1,,,,,,,,,,,,,1,,1,,,1,,,,,,1,1,,,,,1,,1,,,,,,1,,1,,,,,,1,,,,,,,,,,,,,,,,,,,1,1,,1,1,1,1,,,,,1,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,1,,
6298,2022,"Kindernothilfe E.V.",,NNGO,,https://www.kindernothilfe.org,Germany,Europe,1959,,39,Children/youth,Religious,Christian,,,,,140,A,,,,,,"$53,528,409",A,"$382,345.78","$55,722,946","Euro 47105000",,,,1,,,,,,,,,,,,,1,,,,1,,,,,,,,1,,,,1,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,1,1,,,,,,,,,,,,1,,,1,,,,,1,,,,1,,,1,,,,1,1,,,,,,,,,,1,,,,,,,,1,,,,,,1,,,,1,,,,,,,,,,,,1,,,,,,1,,,1,,,,,,,,,,,,,,1,,,,,1,1,,,,,,,1,,1,,,,,,,,,,,,,,,,,,1,1,,,,1,,,,,1,,,,,1,,,,,,,,,,,1,1,,,,,,,,,,,,,,,1,1
1281,2022,"Life for Relief and Development",Life,INGO,International,http://www.lifeusa.org/,"United States","Northern America",1992,,18,,Secular,,,,1,,,,,,,,,"$35,710,175",A,"$34,602.88","$37,174,207",,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,1,,,,,,1,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,1,,
1309,2023,"Malteser Hilfsdienst e.V./Malteser International",,INGO,International,http://www.malteser-international.org/,Germany,Europe,1926,,37,,Religious,Christian,,,,,1227,A,,,,,,"$105,483,871",A,"$85,968.93","$105,483,871","Euro 98100000",,,,1,,,,,,,,,,,,,,,1,,1,,1,,,,,,,,,,,,,,,,,1,,,,1,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,1,1,,1,,,,,,,,1,,,,,,,1,1,,,,,1,,,,,,,,,,,,,,,1,,,,,,1,,1,,,1,,,,,,,1,,,,,1,,1,,,,,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,1,,,,1,,,,,,,1,,,,1,1,,,1,,,,,1,,,,,,,,
