"Please read a description of the CSV at this link: https://www.humanitarianoutcomes.org/sites/default/files/gdho_read_me.xlsx"
Id,Year,Name,"Abbreviated name",Type,"International or national",Website,"HQ location",Sub-region,"Year founded","Year closed","Countries of Operation (count)",Sector,"Religious or secular",Religion,"Red Cross Code of Conduct signatory","CHS member","InterAction member","ICVA member",Staff,"Staff Imputed",Natl,"Natl Imputed",Intl,"Intl Imputed","% Intl","OPE approx (USD)","OPE Imputed",OPE/staff,"OPE (inflation adjusted)","OPE (original currency)","HumExp approx (USD)","HumExp Imputed","HumExp (inflation adjusted)",Afghanistan,Albania,Algeria,"American Samoa",Andorra,Angola,Anguilla,Antarctica,"Antigua and Barbuda",Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia,"Bosnia and Herzegovina",Botswana,"Bouvet Island",Brazil,"British Indian Ocean Territory","Brunei Darussalam",Bulgaria,"Burkina Faso",Burundi,Cambodia,Cameroon,Canada,"Cape Verde","Cayman Islands","Central African Republic",Chad,Chile,China,"Christmas Island","Cocos (Keeling) Islands",Colombia,Comoros,Congo,"Cook Islands","Costa Rica","Cote D'Ivoire",Croatia,Cuba,Cyprus,"Czech Republic",Denmark,Djibouti,Dominica,"Dominican Republic","DR Congo",Ecuador,Egypt,"El Salvador","Equatorial Guinea",Eritrea,Estonia,Eswatini,Ethiopia,"Falkland Islands (Malvinas)","Faroe Islands",Fiji,Finland,France,"French Guiana","French Polynesia","French Southern Territories",Gabon,Gambia,Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guadeloupe,Guam,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,"Heard Island and Mcdonald Islands","Holy See (Vatican City State)",Honduras,"Hong Kong",Hungary,Iceland,India,Indonesia,"Iran, Islamic Republic of",Iraq,Ireland,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kiribati,"Korea, Democratic People's Republic of","Korea, Republic of",Kuwait,Kyrgyzstan,"Lao People's Democratic Republic",Latvia,Lebanon,Lesotho,Liberia,"Libyan Arab Jamahiriya",Liechtenstein,Lithuania,Luxembourg,Macao,"Macedonia, the Former Yugoslav Republic of",Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,"Marshall Islands",Martinique,Mauritania,Mauritius,Mayotte,Mexico,"Micronesia, Federated States of","Moldova, Republic of",Monaco,Mongolia,Montserrat,Morocco,Mozambique,Myanmar,Namibia,Nauru,Nepal,Netherlands,"Netherlands Antilles","New Caledonia","New Zealand",Nicaragua,Niger,Nigeria,Niue,"Norfolk Island","Northern Mariana Islands",Norway,"Occupied Palestinian Territories",Oman,Pakistan,Palau,Panama,"Papua New Guinea",Paraguay,Peru,Philippines,Pitcairn,Poland,Portugal,"Puerto Rico",Qatar,Reunion,Romania,"Russian Federation",Rwanda,"Saint Helena","Saint Kitts and Nevis","Saint Lucia","Saint Pierre and Miquelon","Saint Vincent and the Grenadines",Samoa,"San Marino","Sao Tome and Principe","Saudi Arabia",Senegal,"Serbia and Montenegro",Seychelles,"Sierra Leone",Singapore,Slovakia,Slovenia,"Solomon Islands",Somalia,"South Africa","South Georgia and the South Sandwich Islands","South Sudan",Spain,"Sri Lanka",Sudan,Suriname,"Svalbard and Jan Mayen",Sweden,Switzerland,"Syrian Arab Republic",Taiwan,Tajikistan,Tanzania,Thailand,Timor-Leste,Togo,Tokelau,Tonga,"Trinidad and Tobago",Tunisia,Turkey,Turkmenistan,"Turks and Caicos Islands",Tuvalu,Uganda,Ukraine,"United Arab Emirates","United Kingdom","United States","United States Minor Outlying Islands",Uruguay,Uzbekistan,Vanuatu,Venezuela,Vietnam,"Virgin Islands, British","Virgin Islands, U.s.","Wallis and Futuna","Western Sahara",Yemen,Zambia,Zimbabwe
5210,2023,"UN Habitat",,UN,International,http://unhabitat.org,Kenya,"Eastern Africa",2002,,68,,Secular,,,,,,,,,,,,,"$146,700,000",A,"$12,304.98","$146,700,000",,"$15,344,075",A,"$15,344,075",1,,,,,,,,,,,,,,,,1,,,,1,,,,,1,,,,1,,,,1,,1,1,,1,,,,1,1,,,1,1,,,,1,,1,,,,,,,1,,1,,,,,,1,,,1,,,,,,,,,1,1,,,,,,,,1,1,,,,,,,,,1,,1,1,,,,,1,1,,1,,,,1,,1,,1,,,1,,,,,,1,1,,,,,,,,,,1,,,,1,,1,1,1,,,1,,,,,,,1,,,,,1,,1,,1,,,1,1,,,,,,,,1,1,,,,,,,,1,1,1,,,,,,,1,1,,,1,1,1,1,,,,1,1,,,1,1,,,,,,1,,,,,1,,,,1,,,,,,1,,,,,1,1,
2016,2023,"United Nations Children's Fund",UNICEF,UN,International,http://www.unicef.org,"United States","Northern America",1946,,189,Children/youth,Secular,,,,,,17000,A,,,,,,"$7,714,000,000",A,"$453,764.71","$7,714,000,000",,"$2,848,391,443",A,"$2,848,391,443",1,1,1,,1,1,1,,1,1,1,,1,1,1,,1,1,1,1,1,1,1,,1,1,1,1,,1,,,1,1,1,1,1,1,1,,1,1,1,1,,,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,1,1,1,,,,1,1,1,1,1,,1,,1,,,1,1,1,1,1,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,,1,1,,1,1,1,1,1,1,,1,,1,,,1,1,1,,1,1,1,1,1,1,1,1,,,,1,1,1,1,1,,,1,1,1,1,1,1,1,1,1,1,,1,1,,1,,1,,1,,1,1,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,,,1,1,1,1,,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,,,,1,1,1
2012,2023,"United Nations Development Programme",UNDP,UN,International,http://www.undp.org/,"United States","Northern America",1965,,154,,Secular,,,,,,7499,A,4853,A,2646,A,35%,,,,,,"$221,972,958",A,"$221,972,958",1,1,1,,,1,1,,1,1,1,1,,,1,1,1,1,1,1,1,1,1,1,,1,1,1,,1,,1,,1,1,1,1,,1,1,1,1,1,1,,,1,1,1,1,1,1,,1,1,,1,1,1,1,1,1,1,1,1,1,,1,1,,,1,1,,,,,1,1,1,,1,,,,1,,,1,1,1,1,1,,,1,,,,1,1,1,1,,,,1,1,,1,1,1,1,,1,1,1,,1,1,1,1,,,,,1,1,1,1,1,,,1,,,,,1,1,1,,1,1,1,,1,,1,1,,,,,,,,1,,,1,1,,1,1,1,1,1,1,1,,,,,,,,,,,1,1,,1,1,,1,1,1,1,,1,1,,,1,1,1,,1,,1,1,1,,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,1,,1,1,1,1,1,1,,,,1,1,1
1473,2023,"United Nations Office for the Coordination of Humanitarian Affairs",OCHA,UN,International,http://www.unocha.org,"United States","Northern America",1991,,23,Coordination,Secular,,,,,,2001,A,1551,A,449,A,22%,"$373,025,109",A,"$186,419.34","$373,025,109",,"$373,025,109",A,"$373,025,109",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,1,,,,,1,,,,,1,,,,,,,,,1,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,1,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1
2013,2023,"United Nations Population Fund",UNFPA,UN,International,http://www.unfpa.org,,,1969,,150,,Secular,,,,,,,,,,,,,"$1,403,000,000",A,"$414,720.66","$1,403,000,000",,"$349,399,889",A,"$349,399,889",1,1,1,1,,1,1,,1,1,1,1,,,1,1,1,1,1,1,,1,1,1,1,1,1,1,,1,,,1,1,1,1,1,,1,1,1,1,1,1,,1,1,1,1,1,1,1,,1,,,,,1,1,1,1,1,1,1,1,,1,1,,,,,,,,,1,1,1,,1,,,,1,,,1,1,1,,1,,,1,,,,1,1,1,1,,,,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,,1,,,1,1,1,1,1,1,,1,,1,,,1,1,1,,,1,1,1,1,1,1,1,,1,,,1,1,1,,,,,1,1,1,1,1,1,1,1,1,,1,,,1,,1,1,1,,1,,,1,1,,1,1,1,1,1,1,,,,1,,,,,,1,1,1,,,,1,,,1,1,1,1,,,,1,1,1,1,,1,1,1,,,,,1,,1,1,1,,,,1,1,1
2014,2022,"United Nations Refugee Agency",UNHCR,UN,International,http://www.unhcr.org,Switzerland,Europe,1951,,93,Refugees,Secular,,,,,,18872,A,,,,,,"$5,607,000,000",A,"$297,106.82","$5,836,873,591",,"$5,607,000,000",A,"$5,836,873,591",1,,1,,,1,,,,1,1,,1,,1,,,1,,,1,,,,,,1,1,,1,,,,1,1,,1,1,,,1,1,,1,,,1,,1,,1,1,1,,,,,1,,,1,1,1,,,1,,,1,,,,,,,,,,,1,,1,,,,,,,,1,,,,,,,,1,,1,1,1,1,,1,1,,1,1,1,1,,,1,1,1,,,1,,1,1,,,,,1,,1,1,,1,,,,1,,,1,,,,,,1,1,1,1,,1,,,,,,1,,,,,,,,1,,1,,,,1,,,,,,,,1,1,,,,,,,,,1,1,1,,,,,,,1,1,,1,1,1,1,,,1,,1,,1,1,1,,,,,,1,,1,,,1,1,1,,1,,,,,1,1,,,,1,1,1,1
2092,2023,"World Food Programme",WFP,UN,International,http://www.wfp.org,Italy,Europe,1961,,73,"Food security/agriculture",Secular,,,,,,23955,A,18190,A,5765,A,24%,"$10,026,000,000",A,"$418,534.75","$10,026,000,000",,"$8,179,024,404",A,"$8,179,024,404",1,,1,,,,,,,,1,,,,,,,1,,,,,1,,1,1,,,,,,,,1,1,1,1,,,,1,1,,,,,1,,1,,,1,,1,,,,1,,,1,1,1,1,,,,1,1,,,,,,,,,,1,,,1,,,,,,,1,1,1,,1,,,1,,,,1,1,1,1,,,,,,1,,1,,1,,,1,1,,,1,1,,,,,,,1,1,,,1,,,,1,,,,,,,,,,1,1,1,,1,,,,,1,1,,,,,,1,,1,,,,,1,1,,,,,,,,,1,,,,,,,,1,,1,,,1,,,,,1,,,,,1,1,,,,,1,,1,1,,1,1,,,,1,,,,,1,,,,,,,,,,,,,,,1,1,1
2093,2023,"World Health Organization",WHO,UN,International,http://www.who.int/,Switzerland,Europe,1948,,193,Health,Secular,,,,,,9496,A,5583,A,3913,A,41%,,,,,,"$487,456,424",A,"$487,456,424",1,1,1,,1,1,,,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,,1,,1,1,1,1,1,1,1,1,,1,1,1,1,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,1,1,1,,,,1,1,1,1,1,,1,,1,,,1,1,1,1,1,,,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,,1,1,1,1,1,1,1,1,,1,1,,1,1,1,1,1,,1,1,1,1,1,1,1,,,1,1,1,1,1,,,1,,1,1,1,1,1,1,1,1,,1,1,,1,,1,1,1,,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,,1,1,1,,1,1,1,1,1,,1,1,1,1,1,,1,1,1,1,1,1,,1,1,1,1,1,,,,,1,1,1
5097,2023,"Canadian Red Cross Society",,"Red Cross/Crescent",International,http://www.redcross.ca,Canada,"Northern America",,,34,,Secular,,,,,,4312,A,,,,,,"$502,721",A,$116.59,"$502,721","CHF 462503",,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,1,,,,,,1,,,1,,,,,,,,,,,,,1,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,,,1,1,,1,,1,,1,,1,,,,1,,,,,,1,,,,,,,,,,1,,1,,,,,,,,,,,,,,,1,1,,,,,,,,1,1,,,,,,1,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,
5064,2023,"Ethiopian Red Cross Society",,"Red Cross/Crescent",National,http://www.redcrosseth.org,Ethiopia,"Eastern Africa",,,1,,Secular,,1,,,,2201,A,,,,,,"$104,889,521",A,"$47,655.39","$104,889,521","CHF 96498359",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5167,2023,"German Red Cross/Deutsches Rotes Kreuz",DRK,"Red Cross/Crescent",International,http://www.drk.de/,Germany,Europe,,,56,,Secular,,,,,,200541,A,,,,,,"$10,517,073,868",A,"$52,443.51","$10,517,073,868","CHF 9675707959",,,,1,1,,,,1,,,,,1,,,,1,,,1,,1,,,,,,1,,,,1,,,,,1,1,,,,,,,1,,,,1,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,1,1,,,,,,,,,,,,1,,,,,,,1,1,,,,1,,,1,,1,1,,,,,1,1,1,,1,,1,,1,,,1,,,,1,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,1,,1,,,,,1,1,,1,,,,,,,1,,,,,,,,,,,,1,,,,,,1,,,,,1,1,,,,,1,,1,1,,,1,,,,1,1,,,,1,1,,,,,,,,,1,,,,,1,,1
5171,2023,"Irish Red Cross",,"Red Cross/Crescent",International,http://www.redcross.ie/,Ireland,Europe,1939,,14,,Secular,,,,,,104,A,,,,,,"$23,928,922",A,"$230,085.79","$23,928,922","CHF 22014608",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5203,2022,"Kuwait Red Crescent Society",KRCS,"Red Cross/Crescent",International,http://www.krcs.org.kw,Kuwait,"Western Asia",1965,,72,,Secular,,,,,,110,A,,,,,,"$4,540,233",A,"$41,274.85","$4,726,372",,,,,1,1,1,,,,,,,1,,,,,1,,1,1,,,,,,,1,,1,1,,,,,,,1,1,,,,,,,1,1,,,,1,,,,1,,,,1,,1,,,,1,1,1,,1,,1,1,,,,,,,,,,1,1,,,,,,,,,,,1,,1,,,1,,,,1,1,1,1,,,,,,,1,1,,1,,1,,,,,,1,1,,,,,,1,1,,1,1,,,,1,,,,,,,1,,1,1,1,,,,,,,,1,1,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,1,1,1,,,1,,,1,1,1,1,,,,,1,1,,,,1,1,,,1,,,1,,1,,,,,,1,,1
5181,2023,"Netherlands Red Cross",,"Red Cross/Crescent",International,http://www.rodekruis.nl,Netherlands,Europe,,,26,,Secular,,,,,,715,A,,,,,,"$192,077,390",A,"$268,639.71","$192,077,390","CHF 176711199",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,1,,,,,1,,,,,,,,,,,1,,,,,,,,1,,,1,,,,,,,,,,1,,,,,,,,,,1,,,,1,,,,,,,,1,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,1,,,1,,1,,,1,,,,1,1,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,2023,"Afar Pastoralist Development Association",APDA,NNGO,National,http://www.apdaethiopia.org,Ethiopia,"Eastern Africa",1993,,1,,,,,,,,974,A,,,,,,"$3,060,076",A,"$3,141.76","$3,060,076",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,2021,"American Friends Service Committee",AFSC,INGO,International,http://afsc.org,"United States","Northern America",1917,,18,,Religious,Christian,,,,,,,,,,,,"$9,027,213",A,"$39,078.84","$10,134,826",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,1,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1
5018,2023,"American Relief Agency for the Horn of Africa",ARAHA,INGO,International,https://www.araha.org/,"United States","Northern America",2001,,5,,Secular,,,,1,,,,,,,,,"$6,444,799",A,"$34,280.85","$6,444,799",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
543,2023,"Congressional Hunger Center",,INGO,International,http://www.hungercenter.org/,"United States","Northern America",1993,,33,,Secular,,,,,,,,,,,,,"$2,680,128",A,"$14,256.00","$2,680,128",,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,1,,,,1,,,,,,1,,,,,,1,1,,,,,,,,1,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,1,,,1,,,,1,1,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,1,,,1,,,,,,,1,,,,1,,1,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,1,,,,,1,,,,,,,,1,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,1,1
1111,2023,"Crisis Aid International",,INGO,International,https://www.crisisaid.org/,"United States","Northern America",2000,,5,"Food security/agriculture",Religious,,,,,,,,,,,,,"$4,976,428",A,"$26,470.36","$4,976,428",,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
2274,2023,"Emmanuel Development Association",EDA,NNGO,National,http://www.edaethiopia.org/,Ethiopia,"Eastern Africa",1996,,1,Children/youth,,,,,,,230,A,230,A,,,,"$3,200,000",A,"$13,913.04","$3,200,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
959,2023,"Healing Hands International",HHI,INGO,International,http://www.hhi.org,"United States","Northern America",1996,,30,,Religious,Christian,,,,,,,,,,,,"$4,948,289",A,"$26,320.69","$4,948,289",,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,1,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,1,1,,,1,,,1,,,,1,,,,,,,,,,,1,,,,,,,,,1,1,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,1,,,,,,,,,1,,1,1,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,1,1
3349,2022,"Jerusalem children and community Development Organization",JeCCDO,NNGO,National,https://www.jeccdoethiopia.org,Ethiopia,"Eastern Africa",1985,,1,Children/youth,,,,,,,145,A,145,A,,,,"$2,626,807",A,"$18,115.91","$2,734,500",,"$604,166",A,"$628,935",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1282,2022,"Life in Abundance International",LIA,INGO,International,http://lifeinabundance.org,"United States","Northern America",1993,,9,,Religious,Christian,,,,,136,A,,,,,,"$2,480,398",A,"$18,238.22","$2,582,088",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
6706,2023,"RedR Australia",,INGO,,https://www.redr.org.au/home,Australia,Oceania,1992,,35,,,,,,,,,,,,,,,"$7,592,720",A,"$40,386.81","$7,592,720","AUS 11161299",,,,1,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,1,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,,,1,,,1,,1,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,1,,,,,1,,,,,1,,,1,,,,,,,1,,,,,,,,1,,,,1,,,,,,,1,,,,,,,1,,,,1,1,,,,,1,,,1,,,,,,,,,,1,,,,,1,,,,,,,,,1
1487,2020,"Rescate Internacional",RI,INGO,International,https://ongrescate.org,Spain,Europe,1992,,9,,,,,,,,,,,,,,,"$2,576,848",A,"$9,073.41","$3,033,753","Euro 2319163",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1715,2023,"ReSurge International",,INGO,International,,"United States","Northern America",1969,,17,Health,Secular,,,,,,,,,,,,,"$5,432,857",A,"$28,898.18","$5,432,857",,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,1,1
6616,2021,"SOS Faim",,INGO,,https://www.sosfaim.be/en/homepage/,Belgium,Europe,1993,,8,"Nutrition ",,,,,,,55,A,,,,,,"$8,211,359",A,"$149,297.44","$9,218,869","Euro 6733314",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1704,2012,"World Conference of Religions for Peace","Religions for Peace",INGO,International,http://www.religionsforpeace.org/,"United States","Northern America",1970,,95,,Secular,,,,,,,,,,,,,"$2,297,880",A,"$6,278.36","$3,049,575",,"$1,714,731",A,"$2,275,663",,1,,,,,,,,1,,,1,1,,,,1,1,,1,,1,,,1,1,1,,1,,,1,,1,1,1,1,,,,,1,1,,,1,1,,,1,1,1,,,,,1,,1,1,1,,1,,,,,1,,,,1,1,,,,,,,1,1,,,,,,,1,1,,1,1,,,1,,,,1,1,,1,1,1,1,1,1,,,1,,1,1,,1,,,,,1,,,,,,,1,1,1,,,,,,,1,,1,,,,1,,,1,1,,,1,1,,,1,1,,1,,,,,1,,1,,1,,1,1,1,,1,,1,,1,1,1,1,,,,,,,,,,,,1,1,1,,,,,1,,,,1,,1,,,,1,,,1,1,,,,,1,,,,,,1,,,1,1,,1,,,1,,,,,,,1,1
42,2020,"Action for Development Ethiopia",AFD,NNGO,National,https://www.afdethiopia.org,Ethiopia,"Eastern Africa",1997,2020,1,,,,,,,,65,A,65,A,,,,"$1,615,906",A,"$24,860.09","$1,902,425",,"$339,340",A,"$399,509",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5280,2021,"Action for Social Development and Environmental Protection Organization",ASDEPO,NNGO,,https://www.asdepo.org,Ethiopia,"Eastern Africa",2013,,1,,,,,,,,100,A,100,A,,,,"$1,500,000",A,"$15,000.00","$1,684,046",,"$1,500,000",A,"$1,684,046",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
